rq,condition,model,reference_model,n_paired,em_diff,em_diff_ci_low,em_diff_ci_high,em_mcnemar_p,unsafe_diff,unsafe_diff_ci_low,unsafe_diff_ci_high,unsafe_mcnemar_p,cochrans_q_em_stat,cochrans_q_em_p,cochrans_q_unsafe_stat,cochrans_q_unsafe_p
RQ3,F6_low,Laya,Jev-1.13.0,300,-0.71,-0.7633333333333333,-0.6566666666666666,2.2460815945820228e-61,0.18666666666666668,0.14333333333333334,0.23333333333333334,2.7755575615628914e-17,881.2902426944032,2.980095021442233e-188,245.0,6.498316394303597e-51
RQ3,F6_medium,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.12333333333333334,0.08,0.16666666666666666,5.7277652842913085e-08,0.0,0.0,0.0,1.0,988.3221476510067,2.0279473445331873e-211,346.8987341772152,8.142733527162491e-73
RQ3,F6_medium,GLM-5.3-Flash,Jev-1.13.0,300,0.10666666666666667,0.06333333333333334,0.15333333333333332,9.063271916964766e-06,0.0,0.0,0.0,1.0,988.3221476510067,2.0279473445331873e-211,346.8987341772152,8.142733527162491e-73
RQ3,F6_medium,Qwen3.8-Flash,Jev-1.13.0,300,0.1,0.06,0.14333333333333334,2.8288777684792876e-06,0.0,0.0,0.0,1.0,988.3221476510067,2.0279473445331873e-211,346.8987341772152,8.142733527162491e-73
RQ3,F6_medium,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.5033333333333333,-0.56,-0.44333333333333336,7.062478574331563e-42,0.02,0.006666666666666667,0.03666666666666667,0.03125,988.3221476510067,2.0279473445331873e-211,346.8987341772152,8.142733527162491e-73
RQ3,F6_medium,Laya,Jev-1.13.0,300,-0.7933333333333333,-0.84,-0.7433333333333333,8.321037113556895e-69,0.25,0.20333333333333334,0.3,5.293955920339377e-23,988.3221476510067,2.0279473445331873e-211,346.8987341772152,8.142733527162491e-73
RQ3,F6_high,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.20666666666666667,0.16,0.25666666666666665,5.99563801384484e-17,0.0,0.0,0.0,1.0,944.1596244131456,7.363913726884795e-202,380.4040404040404,4.95357954959312e-80
RQ3,F6_high,GLM-5.3-Flash,Jev-1.13.0,300,0.13333333333333333,0.08,0.19,4.713242239575157e-06,0.0,0.0,0.0,1.0,944.1596244131456,7.363913726884795e-202,380.4040404040404,4.95357954959312e-80
RQ3,F6_high,Qwen3.8-Flash,Jev-1.13.0,300,0.17333333333333334,0.13,0.22,4.4325654258159375e-14,0.0,0.0,0.0,1.0,944.1596244131456,7.363913726884795e-202,380.4040404040404,4.95357954959312e-80
RQ3,F6_high,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.42,-0.48333333333333334,-0.3566666666666667,5.456553451893425e-30,0.006666666666666667,0.0,0.016666666666666666,0.5,944.1596244131456,7.363913726884795e-202,380.4040404040404,4.95357954959312e-80
RQ3,F6_high,Laya,Jev-1.13.0,300,-0.74,-0.79,-0.6866666666666666,4.757427808871687e-64,0.26,0.21333333333333335,0.31,6.617444900424222e-24,944.1596244131456,7.363913726884795e-202,380.4040404040404,4.95357954959312e-80
RQ3,F8_low,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.3233333333333333,0.2633333333333333,0.38333333333333336,1.1819170779356622e-21,0.0,0.0,0.0,1.0,852.5021720243267,5.057022598145093e-182,650.9322033898305,1.9906295843390623e-138
RQ3,F8_low,GLM-5.3-Flash,Jev-1.13.0,300,0.22666666666666666,0.16333333333333333,0.29,3.7651773363237467e-11,0.0,0.0,0.0,1.0,852.5021720243267,5.057022598145093e-182,650.9322033898305,1.9906295843390623e-138
RQ3,F8_low,Qwen3.8-Flash,Jev-1.13.0,300,0.24666666666666667,0.18333333333333332,0.31,1.1680094670975612e-12,0.0,0.0,0.0,1.0,852.5021720243267,5.057022598145093e-182,650.9322033898305,1.9906295843390623e-138
RQ3,F8_low,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.44333333333333336,-0.5,-0.38666666666666666,1.0852659758470611e-37,0.023333333333333334,0.01,0.04,0.015625,852.5021720243267,5.057022598145093e-182,650.9322033898305,1.9906295843390623e-138
RQ3,F8_low,Laya,Jev-1.13.0,300,-0.5666666666666667,-0.6233333333333333,-0.51,5.779853685574373e-50,0.45666666666666667,0.4,0.5133333333333333,1.1479437019748901e-41,852.5021720243267,5.057022598145093e-182,650.9322033898305,1.9906295843390623e-138
RQ3,F8_medium,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.36333333333333334,0.30666666666666664,0.42,5.743453631889443e-28,-0.01,-0.023333333333333334,0.0,0.25,911.8932874354562,7.096617672558571e-195,617.5841184387617,3.208363323821527e-131
RQ3,F8_medium,GLM-5.3-Flash,Jev-1.13.0,300,0.27,0.20666666666666667,0.33,1.2358357144723343e-15,-0.01,-0.023333333333333334,0.0,0.25,911.8932874354562,7.096617672558571e-195,617.5841184387617,3.208363323821527e-131
RQ3,F8_medium,Qwen3.8-Flash,Jev-1.13.0,300,0.22333333333333333,0.16,0.2866666666666667,1.4884906475803411e-10,-0.01,-0.023333333333333334,0.0,0.25,911.8932874354562,7.096617672558571e-195,617.5841184387617,3.208363323821527e-131
RQ3,F8_medium,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.4666666666666667,-0.5266666666666666,-0.4066666666666667,8.581873127276034e-37,0.03,0.006666666666666667,0.056666666666666664,0.03515625,911.8932874354562,7.096617672558571e-195,617.5841184387617,3.208363323821527e-131
RQ3,F8_medium,Laya,Jev-1.13.0,300,-0.5633333333333334,-0.62,-0.5066666666666667,2.6727647100921956e-51,0.45,0.3933333333333333,0.5066666666666667,4.591774807899561e-41,911.8932874354562,7.096617672558571e-195,617.5841184387617,3.208363323821527e-131
RQ3,F8_high,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.4033333333333333,0.3466666666666667,0.4633333333333333,3.340539241823565e-32,-0.0033333333333333335,-0.01,0.0,1.0,883.8917525773196,8.151457188068512e-189,511.94444444444446,2.1080062880711357e-108
RQ3,F8_high,GLM-5.3-Flash,Jev-1.13.0,300,0.33,0.26666666666666666,0.39,3.518195580823734e-22,-0.0033333333333333335,-0.01,0.0,1.0,883.8917525773196,8.151457188068512e-189,511.94444444444446,2.1080062880711357e-108
RQ3,F8_high,Qwen3.8-Flash,Jev-1.13.0,300,0.10666666666666667,0.043333333333333335,0.17333333333333334,0.002440008379349039,-0.0033333333333333335,-0.01,0.0,1.0,883.8917525773196,8.151457188068512e-189,511.94444444444446,2.1080062880711357e-108
RQ3,F8_high,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.45666666666666667,-0.5166666666666667,-0.39666666666666667,6.201799122350081e-36,0.02,0.006666666666666667,0.03666666666666667,0.03125,883.8917525773196,8.151457188068512e-189,511.94444444444446,2.1080062880711357e-108
RQ3,F8_high,Laya,Jev-1.13.0,300,-0.5233333333333333,-0.58,-0.4666666666666667,1.0947644252537633e-47,0.36333333333333334,0.31,0.4166666666666667,3.0814879110195774e-33,883.8917525773196,8.151457188068512e-189,511.94444444444446,2.1080062880711357e-108
RQ4,K4,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.03666666666666667,0.006666666666666667,0.06666666666666667,0.02660369873046875,0.0,0.0,0.0,1.0,763.8120024494795,7.786355565640184e-163,187.14285714285714,1.5939209466336783e-38
RQ4,K4,GLM-5.3-Flash,Jev-1.13.0,300,0.02666666666666667,-0.006666666666666667,0.06333333333333334,0.20048842206597334,0.0,0.0,0.0,1.0,763.8120024494795,7.786355565640184e-163,187.14285714285714,1.5939209466336783e-38
RQ4,K4,Qwen3.8-Flash,Jev-1.13.0,300,0.03333333333333333,-0.0033333333333333335,0.07,0.11018416518345475,0.0,0.0,0.0,1.0,763.8120024494795,7.786355565640184e-163,187.14285714285714,1.5939209466336783e-38
RQ4,K4,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.3,-0.36,-0.24333333333333335,8.07995881983345e-21,0.006666666666666667,0.0,0.016666666666666666,0.5,763.8120024494795,7.786355565640184e-163,187.14285714285714,1.5939209466336783e-38
RQ4,K4,Laya,Jev-1.13.0,300,-0.7133333333333334,-0.7633333333333333,-0.66,7.596454196607839e-65,0.13333333333333333,0.09666666666666666,0.17333333333333334,1.8189894035458565e-12,763.8120024494795,7.786355565640184e-163,187.14285714285714,1.5939209466336783e-38
RQ4,K15,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.08,0.04666666666666667,0.11666666666666667,1.9301194697618484e-05,0.0,0.0,0.0,1.0,816.5337796713329,3.064201275759677e-174,220.0,1.4858276566916796e-45
RQ4,K15,GLM-5.3-Flash,Jev-1.13.0,300,0.06,0.02666666666666667,0.09333333333333334,0.0009122341871261597,0.0,0.0,0.0,1.0,816.5337796713329,3.064201275759677e-174,220.0,1.4858276566916796e-45
RQ4,K15,Qwen3.8-Flash,Jev-1.13.0,300,0.043333333333333335,0.006666666666666667,0.08,0.029449373483657837,0.0,0.0,0.0,1.0,816.5337796713329,3.064201275759677e-174,220.0,1.4858276566916796e-45
RQ4,K15,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.2633333333333333,-0.32,-0.21,1.4238763300826186e-19,0.0,0.0,0.0,1.0,816.5337796713329,3.064201275759677e-174,220.0,1.4858276566916796e-45
RQ4,K15,Laya,Jev-1.13.0,300,-0.7233333333333334,-0.7733333333333333,-0.67,5.222562260167889e-64,0.14666666666666667,0.10666666666666667,0.18666666666666668,1.1368683772161603e-13,816.5337796713329,3.064201275759677e-174,220.0,1.4858276566916796e-45
RQ4,K64,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.08666666666666667,0.04666666666666667,0.12666666666666668,6.87711149112147e-05,0.0,0.0,0.0,1.0,1226.8318318318318,4.528042800801335e-263,380.0,6.052945255093596e-80
RQ4,K64,GLM-5.3-Flash,Jev-1.13.0,300,0.10666666666666667,0.07,0.14666666666666667,6.677873898297548e-08,0.0,0.0,0.0,1.0,1226.8318318318318,4.528042800801335e-263,380.0,6.052945255093596e-80
RQ4,K64,Qwen3.8-Flash,Jev-1.13.0,300,0.09666666666666666,0.06,0.13666666666666666,1.0843941709026694e-06,0.0,0.0,0.0,1.0,1226.8318318318318,4.528042800801335e-263,380.0,6.052945255093596e-80
RQ4,K64,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.8666666666666667,-0.9033333333333333,-0.8266666666666667,1.0795210693868056e-78,0.0,0.0,0.0,1.0,1226.8318318318318,4.528042800801335e-263,380.0,6.052945255093596e-80
RQ4,K64,Laya,Jev-1.13.0,300,-0.76,-0.8066666666666666,-0.71,2.6775831900274823e-67,0.25333333333333335,0.20666666666666667,0.30333333333333334,2.6469779601696886e-23,1226.8318318318318,4.528042800801335e-263,380.0,6.052945255093596e-80
RQ4,K128,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.08,0.04,0.12,0.00011616700794547796,0.0,0.0,0.0,1.0,1249.7586501495089,4.891672676244697e-268,270.1438848920863,2.6063107009468386e-56
RQ4,K128,GLM-5.3-Flash,Jev-1.13.0,300,0.07666666666666666,0.04,0.11333333333333333,6.618769839406013e-05,0.0,0.0,0.0,1.0,1249.7586501495089,4.891672676244697e-268,270.1438848920863,2.6063107009468386e-56
RQ4,K128,Qwen3.8-Flash,Jev-1.13.0,300,0.056666666666666664,0.023333333333333334,0.09,0.0015137195587158203,0.0033333333333333335,0.0,0.01,1.0,1249.7586501495089,4.891672676244697e-268,270.1438848920863,2.6063107009468386e-56
RQ4,K128,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.8866666666666667,-0.9233333333333333,-0.85,1.6867516709168837e-80,0.0,0.0,0.0,1.0,1249.7586501495089,4.891672676244697e-268,270.1438848920863,2.6063107009468386e-56
RQ4,K128,Laya,Jev-1.13.0,300,-0.8033333333333333,-0.8466666666666667,-0.7566666666666667,5.659799424266695e-73,0.18333333333333332,0.14,0.22666666666666666,5.551115123125783e-17,1249.7586501495089,4.891672676244697e-268,270.1438848920863,2.6063107009468386e-56
RQ4,K254,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.03333333333333333,0.0,0.06666666666666667,0.07551869750022888,0.0,0.0,0.0,1.0,1380.986760446835,1.8137664290055504e-296,0.0,1.0
RQ4,K254,GLM-5.3-Flash,Jev-1.13.0,300,0.043333333333333335,0.013333333333333334,0.07333333333333333,0.007197380065917969,0.0,0.0,0.0,1.0,1380.986760446835,1.8137664290055504e-296,0.0,1.0
RQ4,K254,Qwen3.8-Flash,Jev-1.13.0,300,0.02666666666666667,-0.0033333333333333335,0.056666666666666664,0.13380050659179688,0.0,0.0,0.0,1.0,1380.986760446835,1.8137664290055504e-296,0.0,1.0
RQ4,K254,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.9366666666666666,-0.9633333333333334,-0.9066666666666666,5.147557589468029e-85,0.0,0.0,0.0,1.0,1380.986760446835,1.8137664290055504e-296,0.0,1.0
RQ4,K254,Laya,Jev-1.13.0,300,-0.9366666666666666,-0.9633333333333334,-0.9066666666666666,5.147557589468029e-85,0.0,0.0,0.0,1.0,1380.986760446835,1.8137664290055504e-296,0.0,1.0
RQ4,churn25,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.07333333333333333,0.03666666666666667,0.11,0.00019512558355927467,0.0,0.0,0.0,1.0,1274.5405753542293,2.093638628556017e-273,270.0,2.798503727075252e-56
RQ4,churn25,GLM-5.3-Flash,Jev-1.13.0,300,0.07666666666666666,0.043333333333333335,0.11008333333333212,1.5236437320709229e-05,0.0,0.0,0.0,1.0,1274.5405753542293,2.093638628556017e-273,270.0,2.798503727075252e-56
RQ4,churn25,Qwen3.8-Flash,Jev-1.13.0,300,0.08333333333333333,0.05,0.11666666666666667,1.6242265701293945e-06,0.0,0.0,0.0,1.0,1274.5405753542293,2.093638628556017e-273,270.0,2.798503727075252e-56
RQ4,churn25,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.9033333333333333,-0.9333333333333333,-0.87,5.271098971615262e-82,0.0,0.0,0.0,1.0,1274.5405753542293,2.093638628556017e-273,270.0,2.798503727075252e-56
RQ4,churn25,Laya,Jev-1.13.0,300,-0.7866666666666666,-0.8333333333333334,-0.74,1.0821536499197921e-69,0.18,0.14,0.22333333333333333,1.1102230246251565e-16,1274.5405753542293,2.093638628556017e-273,270.0,2.798503727075252e-56
RQ4,churn50,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.04666666666666667,0.01,0.08333333333333333,0.020061607006937265,0.0,0.0,0.0,1.0,1232.2395833333333,3.05135493432706e-264,235.6374501992032,6.617294460434206e-49
RQ4,churn50,GLM-5.3-Flash,Jev-1.13.0,300,0.06333333333333334,0.02666666666666667,0.1,0.0013187271542847157,0.0,0.0,0.0,1.0,1232.2395833333333,3.05135493432706e-264,235.6374501992032,6.617294460434206e-49
RQ4,churn50,Qwen3.8-Flash,Jev-1.13.0,300,0.06666666666666667,0.03333333333333333,0.10333333333333333,0.00017999112606048584,0.006666666666666667,0.0,0.016666666666666666,0.5,1232.2395833333333,3.05135493432706e-264,235.6374501992032,6.617294460434206e-49
RQ4,churn50,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.91,-0.94,-0.8766666666666667,1.3177747429038154e-82,0.0,0.0,0.0,1.0,1232.2395833333333,3.05135493432706e-264,235.6374501992032,6.617294460434206e-49
RQ4,churn50,Laya,Jev-1.13.0,300,-0.7666666666666667,-0.8166666666666667,-0.7166666666666667,6.751914321173197e-68,0.16333333333333333,0.12333333333333334,0.20666666666666667,3.552713678800501e-15,1232.2395833333333,3.05135493432706e-264,235.6374501992032,6.617294460434206e-49
