rq,condition,model,reference_model,n_paired,em_diff,em_diff_ci_low,em_diff_ci_high,em_mcnemar_p,unsafe_diff,unsafe_diff_ci_low,unsafe_diff_ci_high,unsafe_mcnemar_p,cochrans_q_em_stat,cochrans_q_em_p,cochrans_q_unsafe_stat,cochrans_q_unsafe_p
RQ2,keyvalue,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.31666666666666665,-0.37333333333333335,-0.26,5.006007865146344e-24,0.0,0.0,0.0,1.0,939.646754738656,6.981541136191903e-201,50.0,1.3857973367009573e-09
RQ2,keyvalue,Laya,Jev-1.13.0,300,-0.82,-0.8633333333333333,-0.7733333333333333,1.1010078567518806e-72,0.03333333333333333,0.013333333333333334,0.056666666666666664,0.001953125,939.646754738656,6.981541136191903e-201,50.0,1.3857973367009573e-09
RQ2,negation,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.05,0.016666666666666666,0.08333333333333333,0.005924612283706665,0.0,0.0,0.0,1.0,912.5586353944562,5.093860353038622e-195,120.3125,2.6948894587757066e-24
RQ2,negation,GLM-5.3-Flash,Jev-1.13.0,300,-0.013333333333333334,-0.056666666666666664,0.03,0.6439689563703723,0.0,0.0,0.0,1.0,912.5586353944562,5.093860353038622e-195,120.3125,2.6948894587757066e-24
RQ2,negation,Qwen3.8-Flash,Jev-1.13.0,300,0.03333333333333333,-0.0033333333333333335,0.07,0.09873714670538905,0.0,0.0,0.0,1.0,912.5586353944562,5.093860353038622e-195,120.3125,2.6948894587757066e-24
RQ2,negation,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.4033333333333333,-0.4633333333333333,-0.3466666666666667,4.014360227832145e-33,0.0033333333333333335,0.0,0.01,1.0,912.5586353944562,5.093860353038622e-195,120.3125,2.6948894587757066e-24
RQ2,negation,Laya,Jev-1.13.0,300,-0.8333333333333334,-0.8733333333333333,-0.7933333333333333,1.105429575052089e-75,0.08333333333333333,0.05333333333333334,0.11666666666666667,5.960464477539063e-08,912.5586353944562,5.093860353038622e-195,120.3125,2.6948894587757066e-24
RQ2,noise,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.04,0.01,0.07333333333333333,0.022655844688415527,0.0,0.0,0.0,1.0,912.686403508772,4.77962191878147e-195,171.0487804878049,4.35835439474584e-35
RQ2,noise,GLM-5.3-Flash,Jev-1.13.0,300,0.0033333333333333335,-0.03333333333333333,0.04,1.0,0.006666666666666667,0.0,0.016666666666666666,0.5,912.686403508772,4.77962191878147e-195,171.0487804878049,4.35835439474584e-35
RQ2,noise,Qwen3.8-Flash,Jev-1.13.0,300,0.016666666666666666,-0.016666666666666666,0.05,0.44206833839416504,0.0033333333333333335,0.0,0.01,1.0,912.686403508772,4.77962191878147e-195,171.0487804878049,4.35835439474584e-35
RQ2,noise,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.37333333333333335,-0.43333333333333335,-0.31666666666666665,1.2793397411072627e-29,0.0,0.0,0.0,1.0,912.686403508772,4.77962191878147e-195,171.0487804878049,4.35835439474584e-35
RQ2,noise,Laya,Jev-1.13.0,300,-0.8333333333333334,-0.8733333333333333,-0.79,1.105429575052089e-75,0.12666666666666668,0.09,0.16333333333333333,7.275957614183426e-12,912.686403508772,4.77962191878147e-195,171.0487804878049,4.35835439474584e-35
RQ2,revised,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.043333333333333335,0.016666666666666666,0.07,0.002349853515625,0.0,0.0,0.0,1.0,1013.7842926304464,6.231026701103074e-217,172.23076923076923,2.43832235913117e-35
RQ2,revised,GLM-5.3-Flash,Jev-1.13.0,300,0.02,-0.006666666666666667,0.05,0.237884521484375,0.0,0.0,0.0,1.0,1013.7842926304464,6.231026701103074e-217,172.23076923076923,2.43832235913117e-35
RQ2,revised,Qwen3.8-Flash,Jev-1.13.0,300,0.04,0.013333333333333334,0.06666666666666667,0.007537841796875,0.0,0.0,0.0,1.0,1013.7842926304464,6.231026701103074e-217,172.23076923076923,2.43832235913117e-35
RQ2,revised,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.42,-0.48,-0.36333333333333334,1.4085324324529597e-34,0.006666666666666667,0.0,0.016666666666666666,0.5,1013.7842926304464,6.231026701103074e-217,172.23076923076923,2.43832235913117e-35
RQ2,revised,Laya,Jev-1.13.0,300,-0.8666666666666667,-0.9066666666666666,-0.8266666666666667,7.097851031218247e-77,0.12333333333333334,0.08666666666666667,0.16333333333333333,1.4551915228366852e-11,1013.7842926304464,6.231026701103074e-217,172.23076923076923,2.43832235913117e-35
RQ3,F4_low,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.06,0.02666666666666667,0.09333333333333334,0.0005335211753845215,0.0033333333333333335,0.0,0.01,1.0,702.2753623188406,1.582255254714295e-149,94.69465648854961,6.923223210035061e-19
RQ3,F4_low,GLM-5.3-Flash,Jev-1.13.0,300,-0.02666666666666667,-0.07333333333333333,0.02,0.3222363203575469,0.0033333333333333335,0.0,0.01,1.0,702.2753623188406,1.582255254714295e-149,94.69465648854961,6.923223210035061e-19
RQ3,F4_low,Qwen3.8-Flash,Jev-1.13.0,300,0.06,0.02666666666666667,0.09333333333333334,0.0005335211753845215,0.0,0.0,0.0,1.0,702.2753623188406,1.582255254714295e-149,94.69465648854961,6.923223210035061e-19
RQ3,F4_low,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.38,-0.44,-0.3233333333333333,2.2085107929633282e-29,0.006666666666666667,0.0,0.016666666666666666,0.5,702.2753623188406,1.582255254714295e-149,94.69465648854961,6.923223210035061e-19
RQ3,F4_low,Laya,Jev-1.13.0,300,-0.67,-0.7266666666666667,-0.61,1.0562440012482636e-51,0.07666666666666666,0.04666666666666667,0.11,2.384185791015625e-07,702.2753623188406,1.582255254714295e-149,94.69465648854961,6.923223210035061e-19
RQ3,F4_medium,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.016666666666666666,-0.006666666666666667,0.043333333333333335,0.30175781249999994,0.0,0.0,0.0,1.0,856.0099750623441,8.807524997535162e-183,164.00497512437812,1.386105087644411e-33
RQ3,F4_medium,GLM-5.3-Flash,Jev-1.13.0,300,0.03,0.0033333333333333335,0.056666666666666664,0.049041748046875,0.0,0.0,0.0,1.0,856.0099750623441,8.807524997535162e-183,164.00497512437812,1.386105087644411e-33
RQ3,F4_medium,Qwen3.8-Flash,Jev-1.13.0,300,0.016666666666666666,-0.01,0.043333333333333335,0.359283447265625,0.0033333333333333335,0.0,0.01,1.0,856.0099750623441,8.807524997535162e-183,164.00497512437812,1.386105087644411e-33
RQ3,F4_medium,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.35333333333333333,-0.41,-0.2966666666666667,9.40778259234277e-30,0.01,0.0,0.023333333333333334,0.25,856.0099750623441,8.807524997535162e-183,164.00497512437812,1.386105087644411e-33
RQ3,F4_medium,Laya,Jev-1.13.0,300,-0.75,-0.8,-0.7,3.7092061506874214e-68,0.12333333333333334,0.08666666666666667,0.16,1.4551915228366852e-11,856.0099750623441,8.807524997535162e-183,164.00497512437812,1.386105087644411e-33
RQ3,F4_high,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.006666666666666667,-0.016666666666666666,0.03,0.7744140625,0.0,0.0,0.0,1.0,952.4859987554449,1.16082616828861e-203,293.1967213114754,2.9049219702871315e-61
RQ3,F4_high,GLM-5.3-Flash,Jev-1.13.0,300,0.03,0.013333333333333334,0.05,0.00390625,0.0,0.0,0.0,1.0,952.4859987554449,1.16082616828861e-203,293.1967213114754,2.9049219702871315e-61
RQ3,F4_high,Qwen3.8-Flash,Jev-1.13.0,300,0.02,0.0,0.04,0.109375,0.0,0.0,0.0,1.0,952.4859987554449,1.16082616828861e-203,293.1967213114754,2.9049219702871315e-61
RQ3,F4_high,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.31666666666666665,-0.37333333333333335,-0.2633333333333333,1.5622601366996918e-26,0.0033333333333333335,0.0,0.01,1.0,952.4859987554449,1.16082616828861e-203,293.1967213114754,2.9049219702871315e-61
RQ3,F4_high,Laya,Jev-1.13.0,300,-0.81,-0.8533333333333334,-0.7633333333333333,1.4149498560666738e-73,0.2,0.15666666666666668,0.24666666666666667,1.734723475976807e-18,952.4859987554449,1.16082616828861e-203,293.1967213114754,2.9049219702871315e-61
RQ3,F6_low,DeepSeek-V4.1-Flash,Jev-1.13.0,300,0.17,0.12666666666666668,0.21666666666666667,4.2901793229077607e-13,0.0,0.0,0.0,1.0,881.2902426944032,2.980095021442233e-188,245.0,6.498316394303597e-51
RQ3,F6_low,GLM-5.3-Flash,Jev-1.13.0,300,0.17666666666666667,0.12666666666666668,0.22666666666666666,1.3280368233066496e-11,0.0,0.0,0.0,1.0,881.2902426944032,2.980095021442233e-188,245.0,6.498316394303597e-51
RQ3,F6_low,Qwen3.8-Flash,Jev-1.13.0,300,0.11333333333333333,0.06666666666666667,0.16,5.37831811014966e-06,0.0,0.0,0.0,1.0,881.2902426944032,2.980095021442233e-188,245.0,6.498316394303597e-51
RQ3,F6_low,SemIf-Qwen3.5-4B,Jev-1.13.0,300,-0.38666666666666666,-0.45,-0.3233333333333333,3.60917488644731e-26,0.023333333333333334,0.006666666666666667,0.04,0.015625,881.2902426944032,2.980095021442233e-188,245.0,6.498316394303597e-51
