model,role,rq,condition,n,em,em_ci_low,em_ci_high,macro_field_acc,macro_field_acc_ci_low,macro_field_acc_ci_high,valid_rate,valid_rate_ci_low,valid_rate_ci_high,unsafe_rate,unsafe_rate_ci_low,unsafe_rate_ci_high,spurious_rate,spurious_rate_ci_low,spurious_rate_ci_high,missed_rate,missed_rate_ci_low,missed_rate_ci_high,rq1b_request_em,rq1b_request_em_ci_low,rq1b_request_em_ci_high,rq1b_message_all_correct,seen_top1,seen_top1_ci_low,seen_top1_ci_high,unseen_top1,unseen_top1_ci_low,unseen_top1_ci_high,unsupported_f1,unsupported_f1_ci_low,unsupported_f1_ci_high,latency_p50,latency_p50_ci_low,latency_p50_ci_high,latency_p95,latency_p95_ci_low,latency_p95_ci_high,latency_p99,output_tokens_median,cost_mean_usd_per_call,cost_usd_per_1000_correct,flag_valid_lt_50
GLM-5.3-Flash,main,RQ1b,k2,300,0.92,0.8866666666666667,0.95,0.945,0.92,0.9675,0.9533333333333334,0.93,0.9766666666666667,0.0,0.0,0.0,0.0035294117647058825,0.0,0.008168028004667444,0.04903225806451613,0.02739681377364219,0.07289035558122267,0.9366666666666666,0.91,0.96,0.92,,,,,,,,,,0.9660962913185358,0.9310462502762675,0.9927263953723013,4.236648545460777,3.2653559983707985,4.6876623114571,5.55485445898026,72.0,6.932132867132866e-05,0.07183297101449275,False
Qwen3.8-Flash,main,RQ1b,k2,300,0.9033333333333333,0.87,0.9366666666666666,0.975,0.9658333333333333,0.9833333333333333,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.03176470588235294,0.020580491639608726,0.04408352668213457,0.0,0.0,0.0,0.9516666666666667,0.935,0.9683333333333334,0.9033333333333333,,,,,,,,,,1.796267228666693,1.752974041737616,1.8794280420988798,2.952385429153219,2.6831771937198936,3.276116139162332,4.743850472141055,76.0,8.282049999999999e-05,0.09168321033210332,False
SemIf-Qwen3.5-4B,main,RQ1b,k2,300,0.2833333333333333,0.23333333333333334,0.3333333333333333,0.7766666666666666,0.7575,0.7958333333333333,1.0,1.0,1.0,0.02666666666666667,0.01,0.04666666666666667,0.32941176470588235,0.2984719313223165,0.3605774769585253,0.017419354838709676,0.011421138736082454,0.023979261179520414,0.5133333333333333,0.4716666666666667,0.555,0.2833333333333333,,,,,,,,,,0.13672206178307533,0.1358227590098977,0.1367720551788807,0.3120718936203048,0.28278957079164685,0.3277261008042842,0.346873451755382,0.0,,,False
Laya,main,RQ1b,k2,300,0.0,0.0,0.0,0.21166666666666667,0.18916666666666668,0.23416666666666666,1.0,1.0,1.0,0.44,0.38666666666666666,0.49666666666666665,0.9211764705882353,0.8980521277570053,0.9433740622868834,0.003870967741935484,0.0012787723785166241,0.007152261976576055,0.018333333333333333,0.008333333333333333,0.03,0.0,,,,,,,,,,0.056797893485054374,0.056795647367835045,0.05680518224835396,0.2068774020066485,0.1870529542211444,0.21967643026728184,0.2306707081850618,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ1b,k2,300,0.22333333333333333,0.17666666666666667,0.2733333333333333,0.69,0.6633333333333333,0.7166666666666667,1.0,1.0,1.0,0.10666666666666667,0.07333333333333333,0.14333333333333334,0.42470588235294116,0.38181706224809675,0.4683419894213035,0.008387096774193548,0.0038859474822677195,0.013427109974424553,0.4116666666666667,0.36833333333333335,0.455,0.22333333333333333,,,,,,,,,,1.1733016532380134,1.170339645119384,1.1763385366648436,1.2772716424427926,1.2592941421084105,1.2982070163358004,1.7770960864005492,48.0,,,False
Rule,reference,RQ1b,k2,300,0.013333333333333334,0.0033333333333333335,0.02666666666666667,0.31916666666666665,0.29583333333333334,0.3425,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5367741935483871,0.5200752263884931,0.5521916860923238,0.06666666666666667,0.04666666666666667,0.08833333333333333,0.013333333333333334,,,,,,,,,,3.939541056752205e-05,3.791693598031998e-05,4.0312763303518295e-05,5.7633407413959525e-05,5.636629648506642e-05,6.542028859257698e-05,7.158830761909485e-05,0.0,,,False
Jev-1.13.0,main,RQ1b,k4,300,0.85,0.81,0.89,0.9575,0.945,0.9691666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.02823529411764706,0.020231084923988955,0.03699287458440824,0.0012903225806451613,0.0003204101249599487,0.002588159171789065,0.9566666666666667,0.9441666666666667,0.9683333333333334,0.85,,,,,,,,,,0.278417291585356,0.27435379195958376,0.28621412441134453,0.3581843669526279,0.3471450404729694,0.37403381890617315,0.5734157859068357,715.0,0.00010865778,0.12783268235294115,False
DeepSeek-V4.1-Flash,main,RQ1b,k4,300,0.94,0.9133333333333333,0.9666666666666667,0.9841666666666666,0.9766666666666667,0.9908333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.009411764705882352,0.005253940455341506,0.014109347442680775,0.000967741935483871,0.0,0.0025864856126737797,0.985,0.9783333333333334,0.9916666666666667,0.94,,,,,,,,,,0.5018830420449376,0.49339264538139105,0.508224458899349,0.6866454776376486,0.6300922581460328,0.7409640599042178,0.8577581080421798,101.0,0.000250887,0.2669010638297873,False
GLM-5.3-Flash,main,RQ1b,k4,300,0.9333333333333333,0.9033333333333333,0.96,0.9833333333333333,0.9758333333333333,0.99,1.0,1.0,1.0,0.0,0.0,0.0,0.00411764705882353,0.0011897503114122235,0.007545089224625766,0.004516129032258065,0.002257336343115124,0.007161516632408009,0.9825,0.9741666666666666,0.99,0.9333333333333333,,,,,,,,,,1.139562957920134,1.086184083018452,1.1797254588454962,2.1133888754528023,1.8127761863009073,2.5026061865966804,4.407398174870757,137.0,0.00011261349999999998,0.12065732142857144,False
Qwen3.8-Flash,main,RQ1b,k4,300,0.9266666666666666,0.8966666666666666,0.9533333333333334,0.9808333333333333,0.9725,0.9883333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.012941176470588235,0.007125785010960198,0.01955005274513494,0.000967741935483871,0.0,0.0022486347574686796,0.9791666666666666,0.9691666666666666,0.9875,0.9266666666666666,,,,,,,,,,2.54043454118073,2.4494042079895735,2.5973452921025455,3.445365547249094,3.2820454575121403,3.58099390459247,3.872767951926213,140.0,0.00012653046666666668,0.1365436690647482,False
SemIf-Qwen3.5-4B,main,RQ1b,k4,300,0.04666666666666667,0.023333333333333334,0.07333333333333333,0.5508333333333333,0.5275,0.5741666666666667,1.0,1.0,1.0,0.2,0.15666666666666668,0.24666666666666667,0.4429411764705882,0.4150496834481441,0.4710060232654375,0.013870967741935483,0.009942270686337396,0.018140589569160998,0.4008333333333333,0.36916666666666664,0.43333333333333335,0.04666666666666667,,,,,,,,,,0.19767095590941608,0.19673296343535185,0.19869974884204566,0.3296760341851041,0.31478219118434936,0.3367725367192179,0.4607353764399868,0.0,,,False
Laya,main,RQ1b,k4,300,0.0,0.0,0.0,0.023333333333333334,0.015833333333333335,0.03166666666666667,1.0,1.0,1.0,0.5466666666666666,0.49,0.6033333333333334,0.99,0.9821939195946305,0.9964328710621639,0.0016129032258064516,0.00032051025312399874,0.0035495321071313327,0.0016666666666666668,0.0,0.004166666666666667,0.0,,,,,,,,,,0.07469826890155673,0.07373784249648452,0.07476189732551575,0.1970009717624635,0.17790250354446474,0.21871377066709102,0.2348210733244195,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ1b,k4,300,0.05333333333333334,0.03,0.08,0.5275,0.5,0.555,1.0,1.0,1.0,0.2633333333333333,0.21333333333333335,0.31333333333333335,0.48176470588235293,0.44579427608568,0.518088870009442,0.006129032258064516,0.0035598705501618125,0.00877492330984408,0.4041666666666667,0.36833333333333335,0.44,0.05333333333333334,,,,,,,,,,2.162252739071846,2.155185897165211,2.1712731877341866,2.286191171896644,2.256495821545832,3.100642830110155,3.54444832972716,91.0,,,False
Rule,reference,RQ1b,k4,300,0.0,0.0,0.0,0.10833333333333334,0.09164583333333334,0.12583333333333332,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5367741935483871,0.5259418629609263,0.5475655048653608,0.06666666666666667,0.05414583333333335,0.08,0.0,,,,,,,,,,7.289601489901543e-05,7.025059312582016e-05,7.466692477464676e-05,0.00010231030173599722,9.85630787909031e-05,0.00010538166388869285,0.00011051390320062633,0.0,,,False
Jev-1.13.0,main,RQ1b,k8,300,0.7166666666666667,0.6666666666666666,0.7666666666666667,0.9233333333333333,0.9091666666666667,0.9375,1.0,1.0,1.0,0.0,0.0,0.0,0.028823529411764706,0.02318648565646384,0.034924424582273086,0.0016129032258064516,0.000642570281124498,0.0027633402299181054,0.9554166666666667,0.94625,0.9641666666666666,0.7166666666666667,,,,,,,,,,0.290478500071913,0.2857058118097484,0.29503791677998376,0.37523895772174004,0.36561948955059054,0.4135140527971091,0.4700288468599319,1427.0,0.00020644442,0.28806198139534883,False
DeepSeek-V4.1-Flash,main,RQ1b,k8,300,0.8866666666666667,0.85,0.92,0.97,0.96,0.9791666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.009411764705882352,0.006369288566169629,0.01280524988195618,0.0006451612903225806,0.0,0.0014655712916203695,0.9854166666666667,0.9804166666666667,0.99,0.8866666666666667,,,,,,,,,,0.8186755627393723,0.7999894171953201,0.8561396254226565,1.7201729062944686,1.3264231028966609,2.939995931787419,5.270550801130006,196.0,0.00041723899999999997,0.47057030075187967,False
GLM-5.3-Flash,main,RQ1b,k8,300,0.8666666666666667,0.8266666666666667,0.9033333333333333,0.9658333333333333,0.9558333333333333,0.975,1.0,1.0,1.0,0.0,0.0,0.0,0.006176470588235294,0.0038022813688212928,0.008789985295173374,0.0032258064516129032,0.0019221451151490824,0.004703249308605122,0.9833333333333333,0.9783333333333334,0.9879166666666667,0.8666666666666667,,,,,,,,,,1.5596637916751206,1.4843122917227447,1.6171798119321465,2.8843576561659576,2.614183540455997,3.5577967561781456,5.617785846451295,262.0,0.0001961715,0.22635173076923076,False
Qwen3.8-Flash,main,RQ1b,k8,300,0.88,0.8433333333333334,0.9166666666666666,0.97,0.9608333333333333,0.9791666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.010294117647058823,0.007011342321459287,0.01374681011064216,0.0004838709677419355,0.0,0.001128668171557562,0.98375,0.9783333333333334,0.98875,0.88,,,,,,,,,,3.78468968719244,3.6608671247959137,3.8920122077688575,5.499233560962603,5.229661847744137,5.86775669665076,6.8230281942617115,215.0,0.00020135283333333335,0.22881003787878787,False
SemIf-Qwen3.5-4B,main,RQ1b,k8,300,0.0033333333333333335,0.0,0.01,0.2966666666666667,0.2816666666666667,0.31166666666666665,1.0,1.0,1.0,0.58,0.5233333333333333,0.6333333333333333,0.5629411764705883,0.5393575353054322,0.587265544287967,0.013387096774193549,0.01065203357004519,0.01627463856427574,0.30125,0.2775,0.325,0.0033333333333333335,,,,,,,,,,0.3481083866208792,0.34551254264079034,0.37858377979137003,0.7727158596040682,0.7117170276818797,0.9064938917523254,1.212453004815615,0.0,,,False
Laya,main,RQ1b,k8,300,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.52,0.4633333333333333,0.5766666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,0.15160288126207888,0.1436339234933257,0.17268745228648186,0.22469733038451523,0.20863674907013774,0.23178785964846615,0.25159338095225386,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ1b,k8,300,0.02,0.006666666666666667,0.03666666666666667,0.415,0.39,0.44083333333333335,1.0,1.0,1.0,0.33,0.27666666666666667,0.38333333333333336,0.5052941176470588,0.4706227956684331,0.5401212643444505,0.004354838709677419,0.00274858528698464,0.006108342710175213,0.4008333333333333,0.36625,0.4350104166666665,0.02,,,,,,,,,,4.173552266089246,4.162489453097805,4.190602632705122,6.142416651942767,6.09717748593539,6.200483889435418,7.100526472018094,178.0,,,False
Rule,reference,RQ1b,k8,300,0.0,0.0,0.0,0.0075,0.0033333333333333335,0.0125,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5367741935483871,0.5293927112357053,0.5439418416801293,0.06666666666666667,0.0575,0.07625,0.0,,,,,,,,,,0.00014168722555041313,0.0001393323764204979,0.00014395825564861298,0.00018112524412572384,0.00017594043165445328,0.00018449295312166216,0.00019465125165879724,0.0,,,False
Jev-1.13.0,main,RQ2,clean,300,0.95,0.9233333333333333,0.9733333333333334,0.9875,0.9808333333333333,0.9933333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.03294117647058824,0.016706443914081145,0.05128205128205128,0.0012903225806451613,0.0,0.003937007874015748,,,,,,,,,,,,,,0.27288160426542163,0.2657865625806153,0.28140699956566095,0.36957821738906205,0.34516692114993935,0.3869184724520892,0.4377289637457578,181.0,3.43126e-05,0.036118526315789476,False
DeepSeek-V4.1-Flash,main,RQ2,clean,300,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.9966666666666667,0.9933333333333333,0.9991666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.007058823529411765,0.0,0.016355140186915886,0.0012903225806451613,0.0,0.003926701570680628,,,,,,,,,,,,,,0.39790629176422954,0.38982124999165535,0.4114772086031735,0.6923746886663141,0.571308011002839,0.7689976504072551,1.280131855765357,26.0,0.00010512343999999998,0.10654402702702702,False
GLM-5.3-Flash,main,RQ2,clean,300,0.9933333333333333,0.9833333333333333,1.0,0.9983333333333333,0.9958333333333333,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.002352941176470588,0.0,0.007317073170731708,0.0012903225806451613,0.0,0.003931847968545216,,,,,,,,,,,,,,0.7060790830291808,0.6919072289019823,0.7443920210935175,2.940450127236546,2.6206512497738004,3.3317544121295217,3.9824609547108385,35.0,3.9447766666666665e-05,0.03971251677852349,False
Qwen3.8-Flash,main,RQ2,clean,300,0.96,0.9366666666666666,0.98,0.9875,0.9783333333333334,0.995,0.9966666666666667,0.99,1.0,0.0,0.0,0.0,0.02588235294117647,0.011848341232227487,0.04147690782283413,0.003870967741935484,0.0,0.011764705882352941,,,,,,,,,,,,,,1.5880621243268251,1.5524635412730277,1.647293624933809,3.449549885606394,3.0855346166994426,3.769920864794404,5.098619132768361,30.0,4.981870234113712e-05,0.0517215,False
SemIf-Qwen3.5-4B,main,RQ2,clean,300,0.64,0.5833333333333334,0.6933333333333334,0.9016666666666666,0.8858333333333334,0.9175,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.1952941176470588,0.1595238095238095,0.23165277466994852,0.03096774193548387,0.01918158567774936,0.04387096774193548,,,,,,,,,,,,,,0.12181729963049293,0.12181086232885718,0.12181929918006063,0.12279288908466697,0.12186287241056562,0.1228185755200684,0.12285370355471968,0.0,,,False
Laya,main,RQ2,clean,300,0.11,0.07666666666666666,0.14666666666666667,0.6708333333333333,0.6491666666666667,0.6916666666666667,1.0,1.0,1.0,0.13,0.09333333333333334,0.16666666666666666,0.7623529411764706,0.7276885317914351,0.7972672843686511,0.005161290322580645,0.0012706480304955528,0.010416666666666666,,,,,,,,,,,,,,0.05481988750398159,0.054819291923195124,0.05482084049726836,0.055759995128028095,0.05485818549059331,0.05580774629488587,0.05581755078397691,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ2,clean,300,0.48,0.42333333333333334,0.5366666666666666,0.8541666666666666,0.8366666666666667,0.8716666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.30117647058823527,0.25635103926096997,0.3491282186457846,0.025806451612903226,0.014066047041838557,0.03924116906355622,,,,,,,,,,,,,,0.7638220267836004,0.7628378090448678,0.764820106793195,0.8108193574240431,0.808842905331403,0.8128083448391408,0.8328495587129146,30.0,,,False
Rule,reference,RQ2,clean,300,0.06666666666666667,0.04,0.09666666666666666,0.5575,0.5341666666666667,0.5808333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5367741935483871,0.5143229166666666,0.5577190426842383,,,,,,,,,,,,,,1.7750076949596405e-05,1.650070771574974e-05,1.912470906972885e-05,3.4091016277670864e-05,3.238180652260781e-05,3.641704097390177e-05,4.440031945705408e-05,0.0,,,False
Jev-1.13.0,main,RQ2,codeswitch,300,0.92,0.89,0.95,0.98,0.9725,0.9875,1.0,1.0,1.0,0.0,0.0,0.0,0.04941176470588235,0.03051643192488263,0.0702576112412178,0.0025806451612903226,0.0,0.006493506493506494,,,,,,,,,,,,,,0.2779851038940251,0.2741617294959724,0.28512239595875144,0.36566137471236293,0.34754852931946517,0.38488387274555863,0.42307097091339485,181.0,3.439212000000001e-05,0.037382739130434786,False
DeepSeek-V4.1-Flash,main,RQ2,codeswitch,300,0.9833333333333333,0.9666666666666667,0.9966666666666667,0.9958333333333333,0.9916666666666667,0.9991666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.004705882352941176,0.0,0.011904761904761904,0.003870967741935484,0.0,0.008974358974358974,,,,,,,,,,,,,,0.49004025012254715,0.475384708493948,0.5139002939569763,1.2127696320414612,0.8315018060617155,2.4318467246368556,5.215110318446529,25.5,0.00010785899999999998,0.1096871186440678,False
GLM-5.3-Flash,main,RQ2,codeswitch,300,0.9633333333333334,0.94,0.9833333333333333,0.9908333333333333,0.985,0.9958333333333333,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.002352941176470588,0.0,0.007246376811594203,0.01032258064516129,0.003875968992248062,0.017903386372641793,,,,,,,,,,,,,,0.7286530630663037,0.6883674585260451,0.7502515208907425,3.114890930894762,2.617991874925792,3.3086655287537727,4.414503995431584,36.0,4.0810700000000006e-05,0.04236404844290657,False
Qwen3.8-Flash,main,RQ2,codeswitch,300,0.9633333333333334,0.94,0.9833333333333333,0.9908333333333333,0.985,0.9958333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.018823529411764704,0.007075471698113208,0.03271219549563349,0.0025806451612903226,0.0,0.006501950585175552,,,,,,,,,,,,,,1.4164268956519663,1.3749530417844653,1.4612180832773447,2.7259512877557435,2.3426873348187662,2.9367940687108796,4.170148400301107,31.0,5.367700000000001e-05,0.05572006920415224,False
SemIf-Qwen3.5-4B,main,RQ2,codeswitch,300,0.5233333333333333,0.4666666666666667,0.58,0.865,0.8466666666666667,0.8825,0.9966666666666667,0.99,1.0,0.0033333333333333335,0.0,0.01,0.16,0.12726836712448222,0.19399538106235567,0.07612903225806451,0.058431255522656454,0.09560863589621893,,,,,,,,,,,,,,0.12082207202911377,0.12081976002082229,0.12082336523453704,0.12182753900997341,0.1218189791077748,0.12183832190930843,0.12190875892527402,0.0,,,False
Laya,main,RQ2,codeswitch,300,0.06666666666666667,0.04,0.09666666666666666,0.605,0.5816666666666667,0.6266666666666667,1.0,1.0,1.0,0.12333333333333334,0.08666666666666667,0.16333333333333333,0.7717647058823529,0.7356308023872679,0.8081559509673814,0.014193548387096775,0.006476683937823834,0.02295918367346939,,,,,,,,,,,,,,0.05482272547669709,0.054821297992020845,0.05482383305206895,0.055815291963517664,0.0557262311456725,0.05582957286387682,0.15088878457900132,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ2,codeswitch,300,0.5266666666666666,0.47,0.5833333333333334,0.8591666666666666,0.8408333333333333,0.8775,1.0,1.0,1.0,0.0,0.0,0.0,0.2376470588235294,0.1958997722095672,0.2826603325415677,0.027096774193548386,0.016414141414141416,0.03949044585987261,,,,,,,,,,,,,,0.7650999745819718,0.763867944246158,0.7678950187633744,0.8128777056932449,0.8107836534036323,0.8318102843826637,0.8557878878619521,30.0,,,False
Rule,reference,RQ2,codeswitch,300,0.01,0.0,0.023333333333333334,0.46166666666666667,0.44,0.48333333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5935483870967742,0.5788079470198676,0.606826801517067,,,,,,,,,,,,,,1.8437393009662628e-05,1.7770566046237946e-05,1.9291415810585022e-05,3.0169403180480005e-05,2.852031029760838e-05,3.218939527869227e-05,3.95388342440128e-05,0.0,,,False
Jev-1.13.0,main,RQ2,colloquial,300,0.9366666666666666,0.9066666666666666,0.9633333333333334,0.9833333333333333,0.9758333333333333,0.9908333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.03294117647058824,0.016948129042823223,0.05069124423963134,0.007741935483870968,0.002557463098516102,0.014230271668822769,,,,,,,,,,,,,,0.26771704154089093,0.259784041903913,0.2733770841732621,0.37154804137535397,0.3560506164096296,0.39737203340046123,0.5130949493777006,181.0,3.4364259999999996e-05,0.03668782206405694,False
DeepSeek-V4.1-Flash,main,RQ2,colloquial,300,0.99,0.9766666666666667,1.0,0.9975,0.9941666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.004705882352941176,0.0,0.011904761904761904,0.0012903225806451613,0.0,0.003937007874015748,,,,,,,,,,,,,,0.3917657295241952,0.3854289371520281,0.40124210389330983,0.6285358538851143,0.5693059811368585,0.7172907744068653,0.9803195939678633,25.0,0.00010824899999999999,0.10934242424242425,False
GLM-5.3-Flash,main,RQ2,colloquial,300,0.9766666666666667,0.9566666666666667,0.99,0.9941666666666666,0.9891666666666666,0.9975,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00903225806451613,0.003708281829419036,0.016477075331493306,,,,,,,,,,,,,,0.7390752914361656,0.7142656878568232,0.757290396373719,1.7480657493695626,1.160588731151075,1.9614184188656512,2.8564598227757947,36.0,4.0064e-05,0.04102116040955632,False
Qwen3.8-Flash,main,RQ2,colloquial,300,0.9566666666666667,0.9333333333333333,0.9766666666666667,0.9891666666666666,0.9833333333333333,0.9941666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.03058823529411765,0.016055045871559634,0.04717034131863472,0.0,0.0,0.0,,,,,,,,,,,,,,1.7902015214785933,1.7115597915835679,1.858175354078412,4.053171277744696,3.5959904317744082,4.556673076748848,6.936069182427595,30.0,5.286443333333333e-05,0.05525898954703833,False
SemIf-Qwen3.5-4B,main,RQ2,colloquial,300,0.5,0.44333333333333336,0.5566666666666666,0.8533333333333334,0.8341666666666666,0.8716666666666667,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.2611764705882353,0.2222222222222222,0.30023640661938533,0.04258064516129032,0.029754204398447608,0.05662805662805663,,,,,,,,,,,,,,0.12083388539031148,0.1208258718252182,0.12085712910629809,0.12183812726289034,0.12182933716103435,0.12185940381605179,0.20882782454602417,0.0,,,False
Laya,main,RQ2,colloquial,300,0.09666666666666666,0.06333333333333334,0.13,0.6558333333333334,0.635,0.6775,1.0,1.0,1.0,0.07333333333333333,0.043333333333333335,0.10333333333333333,0.7552941176470588,0.7182448036951501,0.7913669064748201,0.00903225806451613,0.002570694087403599,0.017060927912920205,,,,,,,,,,,,,,0.05482199368998408,0.054820766439661384,0.0548230423592031,0.054879660415463154,0.054841593373566866,0.055799899506382644,0.055831848969683046,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ2,colloquial,300,0.41333333333333333,0.3566666666666667,0.47,0.8333333333333334,0.8158333333333333,0.8508333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.3388235294117647,0.2926267281105991,0.38663878506777133,0.03483870967741935,0.021794871794871794,0.04939958956979484,,,,,,,,,,,,,,0.7628303749952465,0.7618770066299476,0.7637825384736061,0.8089214550796896,0.8049459187313914,0.8147571797249841,0.8569656509766355,30.0,,,False
Rule,reference,RQ2,colloquial,300,0.04666666666666667,0.023333333333333334,0.07333333333333333,0.5208333333333334,0.4975,0.545,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5716129032258065,0.5538261997405967,0.5883839198435972,,,,,,,,,,,,,,1.710420474410057e-05,1.583341509103775e-05,1.822924241423607e-05,3.2508699223399166e-05,2.95582227408886e-05,3.468743525445462e-05,3.7016356363892544e-05,0.0,,,False
Jev-1.13.0,main,RQ2,defaultbait,300,0.61,0.5533333333333333,0.6666666666666666,0.885,0.8666666666666667,0.9025,1.0,1.0,1.0,0.043333333333333335,0.023333333333333334,0.07,0.3058823529411765,0.26128266033254155,0.352803738317757,0.00903225806451613,0.0025974025974025974,0.016374348384056124,,,,,,,,,,,,,,0.2620704798027873,0.25432795751839876,0.26927206199616194,0.35070715015754106,0.3327105454634875,0.3688549133483321,0.540432025287299,180.0,3.456278e-05,0.05666029508196721,False
DeepSeek-V4.1-Flash,main,RQ2,defaultbait,300,0.53,0.47333333333333333,0.5866666666666667,0.8575,0.8383333333333334,0.8758333333333334,1.0,1.0,1.0,0.016666666666666666,0.0033333333333333335,0.03333333333333333,0.4023529411764706,0.3534852974060823,0.45323825052107847,0.0,0.0,0.0,,,,,,,,,,,,,,0.36530664563179016,0.3597759581170976,0.3751000836491585,0.48640900384634733,0.45599693129770463,0.5238956656306983,0.6229793666582552,25.0,0.00010944599999999998,0.20650188679245285,False
GLM-5.3-Flash,main,RQ2,defaultbait,300,0.6533333333333333,0.6,0.7066666666666667,0.8958333333333334,0.8775,0.9133333333333333,1.0,1.0,1.0,0.016666666666666666,0.0033333333333333335,0.03333333333333333,0.2635294117647059,0.21980486774549945,0.30698130941511353,0.016774193548387096,0.007761966364812419,0.027061855670103094,,,,,,,,,,,,,,0.8203375209122896,0.7855363748967648,0.8652208959683776,3.251185629609973,2.468448254792022,4.281352404179053,5.63832169279456,43.0,4.877236666666666e-05,0.07465158163265305,False
Qwen3.8-Flash,main,RQ2,defaultbait,300,0.47,0.41333333333333333,0.5266666666666666,0.8483333333333334,0.8308333333333333,0.8658333333333333,1.0,1.0,1.0,0.05,0.02666666666666667,0.07666666666666666,0.42823529411764705,0.38443935926773454,0.47255369928400953,0.0,0.0,0.0,,,,,,,,,,,,,,1.2991628334857523,1.2711901874281466,1.3266243753023446,2.073008360946551,1.7890293370932344,2.2990680395159875,3.0216061129234686,30.0,5.395916666666667e-05,0.1148067375886525,False
SemIf-Qwen3.5-4B,main,RQ2,defaultbait,300,0.36666666666666664,0.31333333333333335,0.42333333333333334,0.7925,0.7708333333333334,0.8141666666666667,1.0,1.0,1.0,0.02,0.006666666666666667,0.03666666666666667,0.36705882352941177,0.3231132075471698,0.41037735849056606,0.06838709677419355,0.05181347150259067,0.08545918367346939,,,,,,,,,,,,,,0.12172529310919344,0.12085929000750184,0.12179145246045664,0.12185266038868577,0.12184197031892836,0.1218711723573506,0.12279686199501157,0.0,,,False
Laya,main,RQ2,defaultbait,300,0.06333333333333334,0.03666666666666667,0.09333333333333334,0.6116666666666667,0.5883333333333334,0.635,1.0,1.0,1.0,0.13333333333333333,0.09666666666666666,0.17333333333333334,0.7694117647058824,0.7320543491596123,0.80593692496422,0.02064516129032258,0.011552903130245878,0.03088803088803089,,,,,,,,,,,,,,0.05482163047417998,0.05482111219316721,0.05482250824570656,0.055704632820561525,0.05484967678785324,0.05579333193600178,0.05582473264075816,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ2,defaultbait,300,0.27666666666666667,0.22666666666666666,0.33,0.7766666666666666,0.7575,0.7966666666666666,1.0,1.0,1.0,0.05333333333333334,0.03,0.08,0.4988235294117647,0.4499942922374429,0.5480110565663845,0.01806451612903226,0.008894536213468869,0.029449423815621,,,,,,,,,,,,,,0.7618162748403847,0.7428462028037757,0.76284114504233,0.7888362924335525,0.7877615582430735,0.807937029353343,0.8317429762007669,30.0,,,False
Rule,reference,RQ2,defaultbait,300,0.05,0.02666666666666667,0.07666666666666666,0.5591666666666667,0.5375,0.5816666666666667,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.002352941176470588,0.0,0.007263922518159807,0.5793548387096774,0.5624142288710146,0.5948726114649682,,,,,,,,,,,,,,1.9583851099014282e-05,1.8666964024305344e-05,2.0458828657865524e-05,3.465060144662857e-05,3.1963409855961804e-05,3.671082668006421e-05,4.386045038700075e-05,0.0,,,False
