model,role,rq,condition,n,em,em_ci_low,em_ci_high,macro_field_acc,macro_field_acc_ci_low,macro_field_acc_ci_high,valid_rate,valid_rate_ci_low,valid_rate_ci_high,unsafe_rate,unsafe_rate_ci_low,unsafe_rate_ci_high,spurious_rate,spurious_rate_ci_low,spurious_rate_ci_high,missed_rate,missed_rate_ci_low,missed_rate_ci_high,rq1b_request_em,rq1b_request_em_ci_low,rq1b_request_em_ci_high,rq1b_message_all_correct,seen_top1,seen_top1_ci_low,seen_top1_ci_high,unseen_top1,unseen_top1_ci_low,unseen_top1_ci_high,unsupported_f1,unsupported_f1_ci_low,unsupported_f1_ci_high,latency_p50,latency_p50_ci_low,latency_p50_ci_high,latency_p95,latency_p95_ci_low,latency_p95_ci_high,latency_p99,output_tokens_median,cost_mean_usd_per_call,cost_usd_per_1000_correct,flag_valid_lt_50
Jev-1.13.0,main,RQ2,keyvalue,300,0.93,0.9,0.9566666666666667,0.9816666666666667,0.9733333333333334,0.9891666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.02823529411764706,0.013888888888888888,0.045346062052505964,0.011612903225806452,0.0039164490861618795,0.02056555269922879,,,,,,,,,,,,,,0.2780653331428766,0.27255850099027157,0.2843518746085465,0.4031873685307801,0.3652219644747675,0.43518673693761234,0.65220040731132,181.0,3.382148e-05,0.03636718279569892,False
DeepSeek-V4.1-Flash,main,RQ2,keyvalue,300,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.9966666666666667,0.9933333333333333,0.9991666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.004705882352941176,0.0,0.011933174224343675,0.0025806451612903226,0.0,0.00651890482398957,,,,,,,,,,,,,,0.400635396130383,0.39141973889200016,0.413339895196259,0.6669830176047981,0.615487862378359,0.7953409896697851,0.9260282739158704,25.0,0.00010369700000000001,0.10509831081081081,False
GLM-5.3-Flash,main,RQ2,keyvalue,300,0.9733333333333334,0.9533333333333334,0.99,0.9933333333333333,0.9883333333333333,0.9975,1.0,1.0,1.0,0.0,0.0,0.0,0.002352941176470588,0.0,0.007317073170731708,0.005161290322580645,0.0012706480304955528,0.010443864229765013,,,,,,,,,,,,,,0.9069264372810721,0.8434534994885325,0.9756614370271564,3.0824890297371903,2.405472712311895,4.457590568484747,12.60178450817241,35.0,3.7986166666666666e-05,0.03902688356164384,False
Qwen3.8-Flash,main,RQ2,keyvalue,300,0.95,0.9233333333333333,0.9733333333333334,0.9875,0.9808333333333333,0.9933333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.021176470588235293,0.009195402298850575,0.03571428571428571,0.0025806451612903226,0.0,0.006493506493506494,,,,,,,,,,,,,,1.278485625050962,1.2397053334861994,1.3110124161466956,2.1253407150041315,1.930280414922163,2.336080821650103,3.5293875559512524,29.0,4.997806666666667e-05,0.05260849122807018,False
SemIf-Qwen3.5-4B,main,RQ2,keyvalue,300,0.6133333333333333,0.56,0.67,0.8891666666666667,0.8725,0.9058333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.08235294117647059,0.05810948849878935,0.10874704491725769,0.05935483870967742,0.043478260869565216,0.07622739018087855,,,,,,,,,,,,,,0.12082762597128749,0.1208230690099299,0.12082985485903919,0.12186123221181333,0.12182525435928256,0.16699866603594277,0.21585639490280298,0.0,,,False
Laya,main,RQ2,keyvalue,300,0.11,0.07666666666666666,0.14666666666666667,0.61,0.5841666666666666,0.6358333333333334,1.0,1.0,1.0,0.03333333333333333,0.013333333333333334,0.056666666666666664,0.6752941176470588,0.638496309665775,0.7123295367092504,0.04,0.027237354085603113,0.05345501955671447,,,,,,,,,,,,,,0.054827167419716716,0.054826040752232075,0.05482805799692869,0.0549407106358558,0.054857274517416954,0.05578526728786528,0.15812916659284357,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ2,keyvalue,300,0.61,0.5533333333333333,0.6666666666666666,0.8875,0.87,0.905,1.0,1.0,1.0,0.0,0.0,0.0,0.17882352941176471,0.14186046511627906,0.21897810218978103,0.023225806451612905,0.012689953227435616,0.03515674073492461,,,,,,,,,,,,,,0.7628469269257039,0.7627598515246063,0.7638404464814812,0.8088994387770072,0.8078209972241893,0.8109040615381673,0.8559465097030624,30.0,,,False
Rule,reference,RQ2,keyvalue,300,0.04666666666666667,0.023333333333333334,0.07333333333333333,0.5183333333333333,0.495,0.5416666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6012903225806452,0.5879265091863517,0.6132665832290363,,,,,,,,,,,,,,1.3354234397411346e-05,1.250067725777626e-05,1.4229211956262589e-05,2.587973140180112e-05,2.2961897775530816e-05,2.8530694544315344e-05,3.125502727925777e-05,0.0,,,False
Jev-1.13.0,main,RQ2,negation,300,0.9233333333333333,0.89,0.95,0.9808333333333333,0.9725,0.9875,1.0,1.0,1.0,0.0,0.0,0.0,0.04,0.02252252252252252,0.05963302752293578,0.007741935483870968,0.002544529262086514,0.014285714285714285,,,,,,,,,,,,,,0.2861123546026647,0.2790398127399385,0.2963002296164632,0.4365069588646297,0.3821379579603672,0.6151894412457439,0.8244852882064874,181.0,3.454934e-05,0.03741805776173285,False
DeepSeek-V4.1-Flash,main,RQ2,negation,300,0.9733333333333334,0.9533333333333334,0.99,0.9933333333333333,0.9883333333333333,0.9975,1.0,1.0,1.0,0.0,0.0,0.0,0.004705882352941176,0.0,0.01182033096926714,0.007741935483870968,0.002554278416347382,0.014285714285714285,,,,,,,,,,,,,,0.37658091727644205,0.37116906279698014,0.38324895966798067,0.5455188936088234,0.5193053524009884,0.6009774001315236,1.4867578896135087,25.0,0.000108798,0.11177876712328766,False
GLM-5.3-Flash,main,RQ2,negation,300,0.91,0.8766666666666667,0.94,0.95,0.9275,0.9708333333333333,0.9633333333333334,0.94,0.9833333333333333,0.0,0.0,0.0,0.004705882352941176,0.0,0.011933174224343675,0.05419354838709677,0.03178753250250343,0.07881136950904392,,,,,,,,,,,,,,0.8089543543756008,0.7701219440787099,0.8564213546924293,3.969235646072776,3.196776006091387,4.649083082983271,7.8341141416410425,36.0,4.2817958477508645e-05,0.045327435897435896,False
Qwen3.8-Flash,main,RQ2,negation,300,0.9566666666666667,0.9333333333333333,0.9766666666666667,0.9891666666666666,0.9833333333333333,0.9941666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.02823529411764706,0.014084507042253521,0.04433497536945813,0.0012903225806451613,0.0,0.003931847968545216,,,,,,,,,,,,,,1.5216752290725708,1.4801508546806872,1.5700823329389095,2.7163449164479974,2.5050792716909207,3.005785402283076,3.968981920164074,30.0,5.400003333333334e-05,0.05644602787456446,False
SemIf-Qwen3.5-4B,main,RQ2,negation,300,0.52,0.4633333333333333,0.5766666666666667,0.86,0.8416666666666667,0.8783333333333333,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.2564705882352941,0.21758756038647342,0.29493170440606037,0.06193548387096774,0.045743329097839895,0.07922077922077922,,,,,,,,,,,,,,0.12082676310092211,0.12082086969166994,0.12084164004772902,0.1218385508749634,0.12182266020681709,0.12186702992767096,0.12292015833780169,0.0,,,False
Laya,main,RQ2,negation,300,0.09,0.06,0.12333333333333334,0.6341666666666667,0.6108333333333333,0.6575,1.0,1.0,1.0,0.08333333333333333,0.05333333333333334,0.11666666666666667,0.788235294117647,0.7522925448384165,0.8229885057471265,0.007741935483870968,0.0025575447570332483,0.01437908496732026,,,,,,,,,,,,,,0.05482680979184806,0.05482363095507026,0.054831343493424355,0.055843609781004486,0.05581861925311386,0.056687171384692196,0.06574808062985538,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ2,negation,300,0.43333333333333335,0.37666666666666665,0.49,0.8233333333333334,0.8025,0.8441666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.32235294117647056,0.2740038818132239,0.3725501979638009,0.03612903225806452,0.022337563700931557,0.051347881899871634,,,,,,,,,,,,,,0.7618315096478909,0.7617939542979002,0.762820833362639,0.810833879886195,0.8078442430123687,0.8298461639555171,0.851894419346936,30.0,,,False
Rule,reference,RQ2,negation,300,0.06333333333333334,0.03666666666666667,0.09,0.5633333333333334,0.5391666666666667,0.5866666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5109677419354839,0.4864507365521846,0.5345748862571925,,,,,,,,,,,,,,1.933332532644272e-05,1.8145889043807983e-05,2.0666979253292084e-05,3.563743084669113e-05,3.343555144965649e-05,3.802855499088767e-05,4.302526824176305e-05,0.0,,,False
Jev-1.13.0,main,RQ2,noise,300,0.93,0.9,0.9566666666666667,0.9825,0.975,0.9891666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.04470588235294118,0.026004728132387706,0.06557377049180328,0.0025806451612903226,0.0,0.006493506493506494,,,,,,,,,,,,,,0.28461016714572906,0.27894293796271086,0.29116381239145994,0.3994913902133704,0.3749207962304354,0.4243908208794892,0.5187788539286703,181.0,3.430252e-05,0.03688443010752688,False
DeepSeek-V4.1-Flash,main,RQ2,noise,300,0.97,0.95,0.9866666666666667,0.9925,0.9875,0.9966666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.018823529411764704,0.007058823529411765,0.03271028037383177,0.0012903225806451613,0.0,0.003942181340341655,,,,,,,,,,,,,,0.3681760421022773,0.36287307913880795,0.3726029796525836,0.6040245081298053,0.5375056041870269,0.7269002283923351,1.1791116204764664,26.0,0.000108037,0.11137835051546391,False
GLM-5.3-Flash,main,RQ2,noise,300,0.9333333333333333,0.9066666666666666,0.96,0.9633333333333334,0.9433333333333334,0.98,0.9733333333333334,0.9533333333333334,0.99,0.006666666666666667,0.0,0.016666666666666666,0.01411764705882353,0.004629629629629629,0.026254553448059267,0.03225806451612903,0.01447320872812781,0.05290322580645161,,,,,,,,,,,,,,0.6711353338323534,0.6416285624727607,0.6992564173415303,2.7281393434852363,2.621428009355441,2.940514097362757,3.359979270175099,36.0,4.054157534246576e-05,0.04227907142857143,False
Qwen3.8-Flash,main,RQ2,noise,300,0.9466666666666667,0.92,0.97,0.9866666666666667,0.98,0.9925,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.03529411764705882,0.018957345971563982,0.0536141906873614,0.0,0.0,0.0,,,,,,,,,,,,,,1.5351581666618586,1.4929121248424053,1.571026521269232,2.749629868473859,2.5355764580890536,3.1351435793563724,4.377020305814221,30.0,5.236494e-05,0.05531507746478873,False
SemIf-Qwen3.5-4B,main,RQ2,noise,300,0.5566666666666666,0.5,0.6133333333333333,0.8766666666666667,0.86,0.8933333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.18588235294117647,0.15151333041958043,0.22096105735057892,0.05290322580645161,0.03821635071288906,0.0687032801655429,,,,,,,,,,,,,,0.12079993286170065,0.11988505395129323,0.12081130500882864,0.12181827339809388,0.12086203834041953,0.12182407202199101,0.12183710995130241,0.0,,,False
Laya,main,RQ2,noise,300,0.09666666666666666,0.06333333333333334,0.13333333333333333,0.645,0.6225,0.6675,1.0,1.0,1.0,0.12666666666666668,0.09,0.16666666666666666,0.7388235294117647,0.7,0.7761565867222802,0.014193548387096775,0.006459948320413436,0.023047375160051217,,,,,,,,,,,,,,0.054817145923152566,0.054816154297441244,0.05481896176934242,0.05573269159067422,0.05538042923435569,0.05578625455964357,0.055834746533073486,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ2,noise,300,0.4633333333333333,0.41,0.52,0.8375,0.8175,0.8575,1.0,1.0,1.0,0.0,0.0,0.0,0.2917647058823529,0.2465437788018433,0.3381294964028777,0.03483870967741935,0.020752269779507133,0.05069753815878603,,,,,,,,,,,,,,0.7628060861025006,0.7618310578342061,0.7638055300340056,0.8108765514334664,0.8088914180151187,0.8289675265084953,0.8547807490127162,30.0,,,False
Rule,reference,RQ2,noise,300,0.056666666666666664,0.03333333333333333,0.08333333333333333,0.54,0.5166666666666667,0.5633333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5470967741935484,0.526246719160105,0.5667516517451422,,,,,,,,,,,,,,1.733331009745598e-05,1.637544482946396e-05,1.8645543605089188e-05,3.4547224640846255e-05,3.0638091266155244e-05,3.843903541564942e-05,4.324116744101029e-05,0.0,,,False
Jev-1.13.0,main,RQ2,revised,300,0.9466666666666667,0.92,0.97,0.9866666666666667,0.98,0.9925,1.0,1.0,1.0,0.0,0.0,0.0,0.018823529411764704,0.0071085845853920875,0.03294117647058824,0.0064516129032258064,0.00129366106080207,0.01278772378516624,,,,,,,,,,,,,,0.27664812514558434,0.2710103327408433,0.2827856651158072,0.3935390105005354,0.37607802082784475,0.43845030246302497,0.5162361620366567,181.0,3.467856000000001e-05,0.03663228169014085,False
DeepSeek-V4.1-Flash,main,RQ2,revised,300,0.99,0.9766666666666667,1.0,0.9975,0.9941666666666666,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.007058823529411765,0.0,0.01639344262295082,0.0,0.0,0.0,,,,,,,,,,,,,,0.39844693755730987,0.38850043760612607,0.41278477059677243,0.6365037350449712,0.5890466959681362,0.672337651671842,1.0604234173148828,25.0,0.000109028,0.11012929292929292,False
GLM-5.3-Flash,main,RQ2,revised,300,0.9666666666666667,0.9466666666666667,0.9833333333333333,0.9916666666666667,0.9866666666666667,0.9958333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007741935483870968,0.002554278416347382,0.014248704663212436,,,,,,,,,,,,,,0.8705497290939093,0.827864124905318,0.9255113331601024,2.8155221566557906,2.2807914122007817,5.220606083422905,13.19984871463849,37.0,4.301046666666667e-05,0.04449358620689655,False
Qwen3.8-Flash,main,RQ2,revised,300,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.9966666666666667,0.9933333333333333,0.9991666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.002352941176470588,0.0,0.0072992700729927005,0.0,0.0,0.0,,,,,,,,,,,,,,1.4558143122121692,1.4162021670490503,1.4959173547104,2.8547550412826252,2.6199090415611863,3.398037150315943,4.344532098211347,30.0,5.52008e-05,0.055946756756756755,False
SemIf-Qwen3.5-4B,main,RQ2,revised,300,0.5266666666666666,0.47,0.5833333333333334,0.8608333333333333,0.8425,0.8791666666666667,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.1976470588235294,0.16273443847612168,0.23267440799379477,0.03354838709677419,0.021850899742930592,0.0459187021265199,,,,,,,,,,,,,,0.12083341763354838,0.12082744552753866,0.12085583037696779,0.12189065078273416,0.12184959477744997,0.12282884798478336,0.1688478261604905,0.0,,,False
Laya,main,RQ2,revised,300,0.08,0.05,0.11333333333333333,0.5933333333333334,0.5691666666666667,0.6175,1.0,1.0,1.0,0.12333333333333334,0.08666666666666667,0.16008333333333213,0.72,0.6790697674418604,0.7600950118764845,0.011612903225806452,0.005095541401273885,0.01948051948051948,,,,,,,,,,,,,,0.054825776955112815,0.054824597435072064,0.05482779652811587,0.055827185953967275,0.0558133538113907,0.05583412065170705,0.07056645735166897,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ2,revised,300,0.51,0.4533333333333333,0.5666666666666667,0.85,0.8308333333333333,0.8683541666666663,1.0,1.0,1.0,0.0,0.0,0.0,0.24235294117647058,0.2,0.28674698795180725,0.023225806451612905,0.01397712833545108,0.034210526315789476,,,,,,,,,,,,,,0.7647910816594958,0.7638316028751433,0.7657987242564559,0.9828030770178884,0.8969514102907854,1.072728879028,1.1158364450978115,30.0,,,False
Rule,reference,RQ2,revised,300,0.02,0.006666666666666667,0.03666666666666667,0.4891666666666667,0.4675,0.5116666666666667,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.0,0.0,0.0,0.5987096774193549,0.5851056867550407,0.6113924050632912,,,,,,,,,,,,,,2.0291190594434738e-05,1.8583610653877258e-05,2.1375250071287155e-05,3.70947178453207e-05,3.469246439635754e-05,4.1418895125389096e-05,4.6628965064883226e-05,0.0,,,False
Jev-1.13.0,main,RQ3,F4_low,300,0.9233333333333333,0.8933333333333333,0.9533333333333334,0.9808333333333333,0.9733333333333334,0.9883333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.02666666666666667,0.009803123203678866,0.046762589928057555,0.0077777777777777776,0.0031743520192887282,0.013699806995245475,,,,,,,,,,,,,,0.2788816662505269,0.27304410422220826,0.2850506464019418,0.38230608981102704,0.3581383080221713,0.4276169281452896,1.872605923283845,180.0,3.423966e-05,0.037082664259927796,False
DeepSeek-V4.1-Flash,main,RQ3,F4_low,300,0.9833333333333333,0.9666666666666667,0.9966666666666667,0.9958333333333333,0.9916666666666667,0.9991666666666666,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.010677109811896275,0.0044444444444444444,0.0010905125408942203,0.009050286781379212,,,,,,,,,,,,,,0.4173758956603706,0.4099690420553088,0.44111564569175243,0.7299293506890536,0.6496731057297441,0.7907472564838828,0.8821148780733336,26.0,0.000107495,0.10931694915254236,False
GLM-5.3-Flash,main,RQ3,F4_low,300,0.8966666666666666,0.86,0.93,0.9341666666666667,0.9075,0.9583333333333334,0.9466666666666667,0.92,0.97,0.0033333333333333335,0.0,0.01,0.0033333333333333335,0.0,0.01056338028169014,0.07333333333333333,0.046255506607929514,0.10333426966292134,,,,,,,,,,,,,,0.915905062109232,0.8423677925020456,1.047740333713591,2.9570215418934827,2.762233411287889,3.2902720839716495,5.727907307110719,35.5,4.0165774647887326e-05,0.04240550185873606,False
Qwen3.8-Flash,main,RQ3,F4_low,300,0.9833333333333333,0.9666666666666667,0.9966666666666667,0.9958333333333333,0.9916666666666667,0.9991666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.013333333333333334,0.0031543261313810686,0.027586206896551724,0.0,0.0,0.0,,,,,,,,,,,,,,1.2749765207991004,1.2613110006786883,1.3011238952167332,1.9613660524133598,1.7873018186073752,2.1884598388336607,2.380235150624062,29.0,5.189793333333334e-05,0.0527775593220339,False
SemIf-Qwen3.5-4B,main,RQ3,F4_low,300,0.5433333333333333,0.4866666666666667,0.6,0.865,0.8466666666666667,0.8833333333333333,1.0,1.0,1.0,0.006666666666666667,0.0,0.016666666666666666,0.15333333333333332,0.11627906976744186,0.19217081850533807,0.09666666666666666,0.07982143302025461,0.11393805309734513,,,,,,,,,,,,,,0.11981988418847322,0.11981812166050076,0.1198211403854657,0.12081101324874907,0.11990948535967619,0.12082411225419491,0.12086276699323208,0.0,,,False
Laya,main,RQ3,F4_low,300,0.25333333333333335,0.20333333333333334,0.30333333333333334,0.7175,0.6933333333333334,0.7416666666666667,1.0,1.0,1.0,0.07666666666666666,0.05,0.10666666666666667,0.7233333333333334,0.677115171107628,0.7678571428571429,0.013333333333333334,0.0066518847006651885,0.021134593993325918,,,,,,,,,,,,,,0.05482053384184837,0.054818796925246716,0.054822072852402925,0.055793116171844306,0.055728762922808525,0.055816423753276466,0.05582883478142321,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F4_low,300,0.53,0.47333333333333333,0.5866666666666667,0.8658333333333333,0.8483333333333334,0.8833333333333333,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.24333333333333335,0.19195046439628483,0.29749320980764216,0.027777777777777776,0.01737242128121607,0.039344452034001214,,,,,,,,,,,,,,0.7658396388869733,0.7642380860634148,0.7678241529501975,0.9746777832508091,0.8462775369640441,1.077980419807136,1.1179593858448786,30.0,,,False
Rule,reference,RQ3,F4_low,300,0.04,0.02,0.06333333333333334,0.44166666666666665,0.4141666666666667,0.47,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6433333333333333,0.628668171557562,0.6566844919786097,,,,,,,,,,,,,,1.654215157032013e-05,1.4749355614185333e-05,1.7958227545022964e-05,3.251908347010613e-05,3.0964380130171776e-05,3.6247354000806825e-05,4.123855382204053e-05,0.0,,,False
Jev-1.13.0,main,RQ3,F4_medium,300,0.9566666666666667,0.9333333333333333,0.9767499999999988,0.9883333333333333,0.9816666666666667,0.9941666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.03,0.0125,0.05084745762711865,0.0011111111111111111,0.0,0.0033975084937712344,,,,,,,,,,,,,,0.2784535624086857,0.2713263565325178,0.2839715825393796,0.3817083588801325,0.3610340609680862,0.39731162441894413,0.5044003914296625,180.0,3.4828639999999997e-05,0.03640624390243902,False
DeepSeek-V4.1-Flash,main,RQ3,F4_medium,300,0.9733333333333334,0.9533333333333334,0.99,0.9933333333333333,0.9883333333333333,0.9975,1.0,1.0,1.0,0.0,0.0,0.0,0.01,0.0,0.02280130293159609,0.0033333333333333335,0.0,0.007717750826901874,,,,,,,,,,,,,,0.39202554104849696,0.3835048130713403,0.39881060365587473,0.6277657932601869,0.5844712977297605,0.689989668875933,0.7712748326081768,25.0,0.00011139599999999999,0.11444794520547945,False
GLM-5.3-Flash,main,RQ3,F4_medium,300,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.9966666666666667,0.9933333333333333,0.9991666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044444444444444444,0.001091703056768559,0.009009262926963036,,,,,,,,,,,,,,0.6454011667519808,0.6268348330631852,0.6608326048590243,1.2527925563044853,1.0923675893095792,1.4249077246524393,1.911741273971274,35.0,4.22685e-05,0.042839695945945944,False
Qwen3.8-Flash,main,RQ3,F4_medium,300,0.9733333333333334,0.9533333333333334,0.99,0.9933333333333333,0.9883333333333333,0.9975,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.02666666666666667,0.01,0.046052631578947366,0.0,0.0,0.0,,,,,,,,,,,,,,1.3009459166787565,1.2602075831964612,1.3491931344266048,2.0444947761483494,1.9151183911133558,2.2130321268923594,2.692044578315686,30.0,5.534373333333333e-05,0.056859999999999994,False
SemIf-Qwen3.5-4B,main,RQ3,F4_medium,300,0.6033333333333334,0.5466666666666666,0.6566666666666666,0.8866666666666667,0.8691666666666666,0.9041666666666667,1.0,1.0,1.0,0.01,0.0,0.023333333333333334,0.22666666666666666,0.18505087071475584,0.2708333333333333,0.022222222222222223,0.01312910284463895,0.032694998272637964,,,,,,,,,,,,,,0.11982121784240007,0.11981995310634375,0.1198225230909884,0.12081555915065109,0.12081050488632172,0.12082556711975485,0.1208523503690958,0.0,,,False
Laya,main,RQ3,F4_medium,300,0.20666666666666667,0.16,0.25333333333333335,0.6608333333333334,0.6333333333333333,0.6883333333333334,1.0,1.0,1.0,0.12333333333333334,0.08666666666666667,0.16333333333333333,0.7866666666666666,0.7434188596491228,0.8285714285714286,0.016666666666666666,0.008898776418242492,0.025109170305676855,,,,,,,,,,,,,,0.054822846315801144,0.054820979945361614,0.054824575781822205,0.05581277834717184,0.05498532061465085,0.05582280696835369,0.056635927110910415,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F4_medium,300,0.6766666666666666,0.6233333333333333,0.73,0.9075,0.8908333333333334,0.9233333333333333,1.0,1.0,1.0,0.0,0.0,0.0,0.17666666666666667,0.132864038616251,0.22382671480144403,0.01888888888888889,0.010078387458006719,0.028784854795788496,,,,,,,,,,,,,,0.7638433983083814,0.7637697027530521,0.7656875939574093,0.8328875212464482,0.8118713616160677,0.8765745217679071,1.0581773702288046,30.0,,,False
Rule,reference,RQ3,F4_medium,300,0.05,0.02666666666666667,0.07666666666666666,0.49666666666666665,0.4691666666666667,0.5258333333333334,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5177777777777778,0.4921870630592841,0.542795232936078,,,,,,,,,,,,,,2.0124949514865875e-05,1.908373087644577e-05,2.1750107407569885e-05,3.821798600256443e-05,3.399960696697236e-05,4.012924619019032e-05,4.509804770350455e-05,0.0,,,False
Jev-1.13.0,main,RQ3,F4_high,300,0.9666666666666667,0.9433333333333334,0.9866666666666667,0.9916666666666667,0.9858333333333333,0.9966666666666667,1.0,1.0,1.0,0.0,0.0,0.0,0.03,0.012658227848101266,0.050676899725812755,0.0011111111111111111,0.0,0.0033975084937712344,,,,,,,,,,,,,,0.2682813536375761,0.2629522494971752,0.27421416621655226,0.3478044441435486,0.3347279585432261,0.392947506438941,0.46021076628938296,180.0,3.605014e-05,0.03729324827586207,False
DeepSeek-V4.1-Flash,main,RQ3,F4_high,300,0.9733333333333334,0.9533333333333334,0.99,0.9933333333333333,0.9883333333333333,0.9975,1.0,1.0,1.0,0.0,0.0,0.0,0.02666666666666667,0.009966777408637873,0.04643064784053153,0.0,0.0,0.0,,,,,,,,,,,,,,0.3717499994672835,0.365877625066787,0.37699975026771426,0.5066852371208371,0.4730720515362919,0.5313452125061303,0.8406205642409619,25.0,0.00011866399999999999,0.12191506849315067,False
GLM-5.3-Flash,main,RQ3,F4_high,300,0.9966666666666667,0.99,1.0,0.9991666666666666,0.9975,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0033333333333333335,0.0,0.010638297872340425,0.0,0.0,0.0,,,,,,,,,,,,,,0.6445034365169704,0.6314971661195159,0.654777167364955,1.4390370703302346,1.0194591118022802,2.5787188678048563,3.156864675059913,37.0,4.7293e-05,0.04745117056856188,False
Qwen3.8-Flash,main,RQ3,F4_high,300,0.9866666666666667,0.9733333333333334,0.9966666666666667,0.9966666666666667,0.9933333333333333,0.9991666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.013333333333333334,0.003134796238244514,0.02768166089965398,0.0,0.0,0.0,,,,,,,,,,,,,,1.3254866665229201,1.3061517495661974,1.3619296615943313,1.9976521396543836,1.8138706333469605,2.287674367520959,2.8985003541596224,31.0,6.0555400000000006e-05,0.06137371621621623,False
SemIf-Qwen3.5-4B,main,RQ3,F4_high,300,0.65,0.5966666666666667,0.7033333333333334,0.9041666666666667,0.8883333333333333,0.9191666666666667,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.2633333333333333,0.21935483870967742,0.30662020905923343,0.012222222222222223,0.005464331734555086,0.020270841585666832,,,,,,,,,,,,,,0.12178148049861193,0.1211800763849169,0.12180446890415624,0.16983054513111712,0.1250169864622881,0.17384487250819802,0.19896927068941284,0.0,,,False
Laya,main,RQ3,F4_high,300,0.15666666666666668,0.11666666666666667,0.1967499999999988,0.6166666666666667,0.5891666666666666,0.6441666666666667,1.0,1.0,1.0,0.2,0.15666666666666668,0.24666666666666667,0.7833333333333333,0.7361563517915309,0.8291156133159151,0.013333333333333334,0.006644518272425249,0.021158718867395142,,,,,,,,,,,,,,0.05575782689265907,0.0557455369271338,0.05577077716588974,0.1539817226585001,0.05684356230776758,0.16287375688552858,0.18589689346496008,0.0,,,False
Qwen3.5-4B-JSON,reference,RQ3,F4_high,300,0.6766666666666666,0.6233333333333333,0.73,0.9091666666666667,0.8933333333333333,0.9241666666666667,1.0,1.0,1.0,0.0033333333333333335,0.0,0.01,0.24666666666666667,0.1941747572815534,0.30337078651685395,0.0033333333333333335,0.0,0.007743362831858407,,,,,,,,,,,,,,0.766639931127429,0.7638639248907566,0.7741437645163387,1.0578104444313794,0.9032313584350059,1.10922761883121,1.1207570690708235,30.0,,,False
Rule,reference,RQ3,F4_high,300,0.05,0.02666666666666667,0.07666666666666666,0.44166666666666665,0.4116666666666667,0.4716666666666667,1.0,1.0,1.0,0.03,0.013333333333333334,0.05,0.0033333333333333335,0.0,0.010676156583629894,0.5544444444444444,0.5310734463276836,0.5766262403528115,,,,,,,,,,,,,,2.8540845960378647e-05,2.6916153728961945e-05,2.970825880765915e-05,5.1987171173095726e-05,4.9286289140582105e-05,5.8303121477365494e-05,6.836836226284493e-05,0.0,,,False
