part,cell,model,deployment,n_arrivals,n_supported,primary_metric,strict_completion,strict_ci_low,strict_ci_high,operational_completion,operational_ci_low,operational_ci_high,share_success,share_wrong_or_late,share_queue_expired,share_queue_overflow,share_decision_late,share_decision_timeout,share_invalid_decision,share_unsupported,share_no_feasible_node,share_ocr_returned,share_ocr_error,share_undeployed,share_invalid_labels,share_service_queue_expired,share_service_aborted,share_service_transport_or_integrity_error,share_aborted,share_aborted_before_dispatch,T_p50_completions,T_p50_completions_ci_low,T_p50_completions_ci_high,T_p95_completions,T_p95_completions_ci_low,T_p95_completions_ci_high,T_p99_completions,T_p50_shared,T_p50_shared_ci_low,T_p50_shared_ci_high,T_p95_shared,T_p95_shared_ci_low,T_p95_shared_ci_high,T_p99_shared,n_shared_with_anchor,shared_anchor,cost_usd_known,unknown_cost_calls,usd_per_correct_completion,api_calls,cache_hits,locality_violations,offsite_bytes,false_admissions,correct_rejections,mean_admission_wait_s,mean_decision_s,mean_service_queue_s,mean_transfer_s,mean_execution_s
B,steady_repeated_off,Qwen3.5-4B-JSON,self-hosted,240,180,operational,0.0111111,0,0.0333333,0.0111111,0,0.0333333,0,0,0.583333,0,0.408333,0,0,0,0,0.00833333,0,0,0,0,0,0,0,0,1.63802,1.63802,1.63802,1.83057,1.83057,1.85197,1.84769,1.63802,1.63802,1.63802,1.83057,1.83057,1.85197,1.84769,2,SemIf-Qwen3.5-4B,0,0,,100,0,0,0,0,0,1.39587,4.77829,3.88748e-05,,0.092647
B,steady_repeated_on,Jev-1.13.0,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.0737455,0.065611,0.080751,0.126088,0.091479,0.33128,0.361434,0.0737455,0.065611,0.080751,0.126088,0.091479,0.33128,0.361434,90,Jev-1.13.0,0.000272496,0,3.02773e-06,8,232,0,0,0,60,0.00133805,0.0104167,0.00307427,,0.0713137
B,steady_repeated_on,DeepSeek-V4.1-Flash,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.0628335,0.0619795,0.067964,0.118489,0.0853724,0.488382,0.511445,0.0628335,0.0619795,0.067964,0.118489,0.0853724,0.488382,0.511445,90,Jev-1.13.0,0.0008502,0,9.44667e-06,8,232,0,0,0,60,0.00186572,0.0150415,0.00268215,,0.0642286
B,steady_repeated_on,GLM-5.3-Flash,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.0808735,0.070777,0.083247,0.130543,0.092597,0.664227,0.723912,0.0808735,0.070777,0.083247,0.130543,0.092597,0.664227,0.723912,90,Jev-1.13.0,0.00031068,0,3.452e-06,8,232,0,0,0,60,0.00170873,0.0236819,0.00358438,,0.0738635
B,steady_repeated_on,Qwen3.8-Flash,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0.00416667,0,0,0,0,0.75,0,0.245833,0,0,0,0,0,0,0.0833995,0.081931,0.084187,0.125017,0.0989794,1.5461,1.55358,0.0833995,0.081931,0.084187,0.125017,0.0989794,1.5461,1.55358,90,Jev-1.13.0,0.000344772,0,3.8308e-06,8,232,0,0,0,59,0.00333391,0.0473647,0.00364576,,0.0760822
B,steady_repeated_on,SemIf-Qwen3.5-4B,self-hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0.0125,0,0,0,0,0.741667,0,0.245833,0,0,0,0,0,0,0.0828745,0.073908,0.084218,0.132155,0.0987556,0.759683,0.772099,0.0828745,0.073908,0.084218,0.132155,0.0987556,0.759683,0.772099,90,SemIf-Qwen3.5-4B,0,0,,8,232,0,0,0,59,0.00182988,0.0559566,0.00345812,,0.0756264
B,steady_repeated_on,Laya,self-hosted,240,180,operational,0,0,0,0.233333,0.188889,0.283333,0,0,0,0,0,0,0,0.25,0,0.375,0,0.375,0,0,0,0,0,0,0.087302,0.082809,0.089755,0.127602,0.101862,0.135758,0.134982,0.08721,0.082809,0.089755,0.12814,0.101862,0.135758,0.135001,41,SemIf-Qwen3.5-4B,0,0,,8,232,0,0,0,60,0.00177314,0.0027996,0.0039045,,0.0813608
B,steady_repeated_on,Qwen3.5-4B-JSON,self-hosted,240,180,operational,0.238889,0.205556,0.275281,0.488889,0.428571,0.55618,0,0,0,0,0.0333333,0,0,0,0,0.729167,0,0.2375,0,0,0,0,0,0,0.0838555,0.081847,0.0854895,0.132693,0.103636,1.27725,1.31022,0.0838555,0.081847,0.0854895,0.132693,0.103636,1.27725,1.31022,88,SemIf-Qwen3.5-4B,0,0,,11,229,0,0,0,57,0.0197425,0.160972,0.003042,,0.0805091
B,bursty_changing_off,Jev-1.13.0,hosted,240,180,operational,0.483333,0.433333,0.52809,0.511111,0.451087,0.564972,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.350453,0.335903,0.367333,0.459339,0.426972,0.503931,0.597257,0.350453,0.335903,0.367333,0.459339,0.426972,0.503931,0.597257,92,Jev-1.13.0,0.00827362,0,8.99307e-05,240,0,0,0,0,60,0.0145508,0.277842,0.00704163,,0.0615803
B,bursty_changing_off,DeepSeek-V4.1-Flash,hosted,240,180,operational,0.455556,0.368132,0.533708,0.466667,0.375691,0.547486,0,0,0,0,0.0458333,0,0,0,0.00833333,0.708333,0,0.2375,0,0,0,0,0,0,0.597433,0.542099,0.711681,1.86424,0.852669,1.91891,1.92341,0.597433,0.542099,0.711681,1.86424,0.852669,1.91891,1.92341,84,Jev-1.13.0,0.0197609,0,0.000235249,240,0,0,0,0,57,0.347065,0.436504,0.0104165,,0.0633616
B,bursty_changing_off,GLM-5.3-Flash,hosted,240,180,operational,0.166667,0.0505618,0.292818,0.166667,0.0505618,0.292818,0,0,0.129167,0,0.529167,0,0,0,0.0291667,0.229167,0,0.0833333,0,0,0,0,0,0,1.27027,0.771524,1.84137,1.95199,1.73161,1.99874,1.98621,1.27027,0.771524,1.84137,1.95199,1.73161,1.99874,1.98621,30,Jev-1.13.0,0.0083807,0,0.000279357,209,0,0,0,0,20,1.25692,0.656968,0.00854317,,0.0666455
B,bursty_changing_off,Qwen3.8-Flash,hosted,240,180,operational,0.0388889,0,0.0955056,0.0388889,0,0.0955056,0,0,0.558333,0,0.345833,0,0,0,0,0.0708333,0,0.025,0,0,0,0,0,0,1.51031,1.48265,1.73956,1.74765,1.65254,1.75978,1.75735,1.51031,1.48265,1.73956,1.74765,1.65254,1.75978,1.75735,7,Jev-1.13.0,0.00389837,0,0.00055691,106,0,0,0,0,6,1.2828,1.52082,0.00607656,,0.0652738
B,bursty_changing_off,SemIf-Qwen3.5-4B,self-hosted,240,180,operational,0.05,0.010989,0.106145,0.0555556,0.010989,0.122905,0,0,0.620833,0,0.254167,0,0,0.00416667,0.00416667,0.0916667,0,0.025,0,0,0,0,0,0,0.614343,0.586682,1.22343,1.24181,0.611518,1.40723,1.37415,0.614343,0.586682,1.22343,1.24181,0.611518,1.40723,1.37415,10,SemIf-Qwen3.5-4B,0,0,,91,0,0,0,0,6,1.14542,1.61547,3.99281e-05,,0.0726825
B,bursty_changing_off,Laya,self-hosted,240,180,operational,0.0444444,0.0222222,0.0662983,0.255556,0.174863,0.344444,0,0,0,0,0,0,0,0.225,0,0.454167,0,0.320833,0,0,0,0,0,0,0.168453,0.155458,0.186773,0.249217,0.222729,0.266353,0.264668,0.211888,0.206649,0.211888,0.232102,0.211888,0.234348,0.233899,3,SemIf-Qwen3.5-4B,0,0,,240,0,0,0,0,60,0.00199615,0.11786,0.00111065,,0.0721005
B,bursty_changing_off,Qwen3.5-4B-JSON,self-hosted,240,180,operational,0.0166667,0,0.0388889,0.0222222,0.00549451,0.0444444,0,0,0.720833,0,0.225,0,0,0,0,0.0458333,0,0.00833333,0,0,0,0,0,0,0.967427,0.939868,1.63884,1.54176,0.94317,1.63884,1.61942,0.967427,0.939868,1.63884,1.54176,0.94317,1.63884,1.61942,4,SemIf-Qwen3.5-4B,0,0,,67,0,0,0,0,2,0.986943,2.59581,3.64243e-05,,0.076468
B,bursty_changing_on,Jev-1.13.0,hosted,240,180,operational,0.483333,0.436464,0.52809,0.511111,0.451087,0.564972,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.347268,0.322951,0.359232,0.449439,0.431923,0.50664,0.527934,0.347268,0.322951,0.359232,0.449439,0.431923,0.50664,0.527934,92,Jev-1.13.0,0.00827362,0,8.99307e-05,240,0,0,0,0,60,0.0145328,0.270741,0.00871102,,0.0652609
B,bursty_changing_on,DeepSeek-V4.1-Flash,hosted,240,180,operational,0.494444,0.438889,0.547486,0.505556,0.447514,0.559367,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.57554,0.526451,0.827097,1.35722,0.839466,1.4363,1.4379,0.57554,0.526451,0.827097,1.35722,0.839466,1.4363,1.4379,91,Jev-1.13.0,0.0197549,0,0.000217087,240,0,0,0,0,60,0.17408,0.444435,0.0170355,,0.0711903
B,bursty_changing_on,GLM-5.3-Flash,hosted,240,180,operational,0.211111,0.0777778,0.351955,0.211111,0.0777778,0.351955,0,0,0.145833,0,0.425,0,0,0,0.00416667,0.320833,0,0.1,0,0.00416667,0,0,0,0,1.24604,0.762481,1.60252,1.9602,1.886,1.9844,1.98504,1.24604,0.762481,1.60252,1.9602,1.886,1.9844,1.98504,38,Jev-1.13.0,0.00809455,0,0.000213014,205,0,0,0,0,24,1.12605,0.664762,0.00990593,,0.0729966
B,bursty_changing_on,Qwen3.8-Flash,hosted,240,180,operational,0.0444444,0.00549451,0.100559,0.0444444,0.00549451,0.100559,0,0,0.545833,0,0.345833,0,0,0,0,0.0791667,0,0.0291667,0,0,0,0,0,0,1.4477,1.14078,1.46699,1.98106,1.14078,1.9882,1.98677,1.4477,1.14078,1.46699,1.98106,1.14078,1.9882,1.98677,8,Jev-1.13.0,0.00378493,0,0.000473117,109,0,0,0,0,7,1.30015,1.45805,0.000307123,,0.0736329
B,bursty_changing_on,SemIf-Qwen3.5-4B,self-hosted,240,180,operational,0.05,0.010989,0.106145,0.0555556,0.010989,0.122905,0,0,0.633333,0,0.241667,0,0,0.00416667,0.00416667,0.0916667,0,0.025,0,0,0,0,0,0,0.623881,0.612205,1.24438,1.26359,0.622567,1.4365,1.40192,0.623881,0.612205,1.24438,1.26359,0.622567,1.4365,1.40192,10,SemIf-Qwen3.5-4B,0,0,,88,0,0,0,0,6,1.11066,1.66978,4.29963e-05,,0.0780987
B,bursty_changing_on,Laya,self-hosted,240,180,operational,0.0444444,0.0222222,0.0662983,0.255556,0.174863,0.344444,0,0,0,0,0,0,0,0.225,0,0.454167,0,0.320833,0,0,0,0,0,0,0.170893,0.151839,0.18551,0.262178,0.200468,0.292321,0.292241,0.18889,0.18889,0.207637,0.227948,0.18889,0.232288,0.23142,3,SemIf-Qwen3.5-4B,0,0,,240,0,0,0,0,60,0.00238945,0.112797,0.00106644,,0.0714813
B,bursty_changing_on,Qwen3.5-4B-JSON,self-hosted,240,180,operational,0.0166667,0,0.0388889,0.0222222,0.00549451,0.0444444,0,0,0.725,0,0.220833,0,0,0,0,0.0458333,0,0.00833333,0,0,0,0,0,0,0.952662,0.897744,1.63549,1.53743,0.920991,1.63549,1.61587,0.952662,0.897744,1.63549,1.53743,0.920991,1.63549,1.61587,4,SemIf-Qwen3.5-4B,0,0,,66,0,0,0,0,2,0.977677,2.60552,3.37576e-05,,0.0755475
B,bursty_repeated_off,Jev-1.13.0,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.364483,0.350783,0.378958,0.518402,0.417505,0.593244,0.602021,0.364483,0.350783,0.378958,0.518402,0.417505,0.593244,0.602021,90,Jev-1.13.0,0.00817488,0,9.0832e-05,240,0,0,0,0,60,0.02633,0.27612,0.00870055,,0.0676569
B,bursty_repeated_off,DeepSeek-V4.1-Flash,hosted,240,180,operational,0.444444,0.366667,0.519553,0.444444,0.366667,0.519553,0,0,0.00833333,0,0.141667,0,0,0,0.0125,0.629167,0,0.208333,0,0,0,0,0,0,1.32487,0.583853,1.62041,1.87,1.69181,1.91732,1.92152,1.32487,0.583853,1.62041,1.87,1.69181,1.91732,1.92152,80,Jev-1.13.0,0.025209,0,0.000315112,238,0,0,0,0,50,0.744192,0.466538,0.0133849,,0.0719884
B,bursty_repeated_off,GLM-5.3-Flash,hosted,240,180,operational,0.111111,0.0111732,0.244515,0.111111,0.0111732,0.244515,0,0,0.195833,0,0.604167,0,0,0,0.0125,0.145833,0,0.0416667,0,0,0,0,0,0,1.33938,1.27115,1.99692,1.997,1.96005,1.99859,1.99827,1.33938,1.27115,1.99692,1.997,1.96005,1.99859,1.99827,20,Jev-1.13.0,0.00726102,0,0.000363051,193,0,0,0,0,10,1.41277,0.718196,0.00744172,,0.0727646
B,bursty_repeated_off,Qwen3.8-Flash,hosted,240,180,operational,0.0277778,0,0.0659341,0.0277778,0,0.0659341,0,0,0.7125,0,0.183333,0,0.0416667,0,0,0.05,0,0.0125,0,0,0,0,0,0,1.52124,1.45256,1.59055,1.68916,1.4664,1.71382,1.70889,1.52124,1.45256,1.59055,1.68916,1.4664,1.71382,1.70889,5,Jev-1.13.0,0.00233705,10,0.000467411,69,0,0,0,0,3,1.12359,2.78551,0.00211089,,0.0741948
B,bursty_repeated_off,SemIf-Qwen3.5-4B,self-hosted,240,180,operational,0.0555556,0,0.131868,0.0555556,0,0.131868,0,0,0.6875,0,0.208333,0,0,0,0,0.0833333,0,0.0208333,0,0,0,0,0,0,0.65512,0.634232,0.86507,1.84334,1.62291,1.88355,1.87551,0.65512,0.634232,0.86507,1.84334,1.62291,1.88355,1.87551,10,SemIf-Qwen3.5-4B,0,0,,75,0,0,0,0,5,1.07624,1.96017,5.52144e-05,,0.0782941
B,bursty_repeated_off,Laya,self-hosted,240,180,operational,0,0,0,0.233333,0.188889,0.283333,0,0,0,0,0,0,0,0.25,0,0.375,0,0.375,0,0,0,0,0,0,0.169211,0.160172,0.196692,0.275805,0.243804,0.394144,0.346878,0.176738,0.165314,0.195771,0.202924,0.167664,0.20599,0.205377,4,SemIf-Qwen3.5-4B,0,0,,240,0,0,0,0,60,0.00201105,0.106872,0.00145837,,0.0729114
B,bursty_repeated_off,Qwen3.5-4B-JSON,self-hosted,240,180,operational,0.0111111,0,0.0333333,0.0277778,0,0.0659341,0,0,0.766667,0,0.15,0,0,0,0,0.0625,0,0.0208333,0,0,0,0,0,0,0.905873,0.905873,1.02982,1.13355,0.947858,1.17881,1.16976,0.905873,0.905873,1.02982,1.13355,0.947858,1.17881,1.16976,5,SemIf-Qwen3.5-4B,0,0,,56,0,0,0,0,5,0.930922,2.86079,3.60167e-05,,0.0793773
B,bursty_repeated_on,Jev-1.13.0,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.075748,0.064466,0.081926,0.144371,0.096734,0.309893,0.321618,0.075748,0.064466,0.081926,0.144371,0.096734,0.309893,0.321618,90,Jev-1.13.0,0.000272496,0,3.02773e-06,8,232,0,0,0,60,0.00159187,0.00938075,0.00834534,,0.0670022
B,bursty_repeated_on,DeepSeek-V4.1-Flash,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.071455,0.059223,0.081936,0.144385,0.0939361,0.416977,0.475617,0.071455,0.059223,0.081936,0.144385,0.0939361,0.416977,0.475617,90,Jev-1.13.0,0.0008574,0,9.52667e-06,8,232,0,0,0,60,0.00160595,0.0156395,0.00906778,,0.0644936
B,bursty_repeated_on,GLM-5.3-Flash,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.075722,0.063768,0.0819115,0.146311,0.092629,0.67087,0.675215,0.075722,0.063768,0.0819115,0.146311,0.092629,0.67087,0.675215,90,Jev-1.13.0,0.00029832,0,3.31467e-06,8,232,0,0,0,60,0.00158365,0.0242126,0.00886749,,0.0670728
B,bursty_repeated_on,Qwen3.8-Flash,hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0.00416667,0,0,0,0,0.745833,0,0.25,0,0,0,0,0,0,0.0615285,0.058466,0.0694593,0.129286,0.0950331,1.07273,1.11766,0.0615285,0.058466,0.0694593,0.129286,0.0950331,1.07273,1.11766,90,Jev-1.13.0,0.000334902,0,3.72113e-06,8,232,0,0,0,60,0.00168646,0.0521262,0.0074384,,0.0616572
B,bursty_repeated_on,SemIf-Qwen3.5-4B,self-hosted,240,180,operational,0.5,0.438889,0.564246,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.074161,0.06595,0.08193,0.159411,0.108021,0.589248,0.620053,0.074161,0.06595,0.08193,0.159411,0.108021,0.589248,0.620053,90,SemIf-Qwen3.5-4B,0,0,,8,232,0,0,0,60,0.00164299,0.0183223,0.0098017,,0.0673813
B,bursty_repeated_on,Laya,self-hosted,240,180,operational,0,0,0,0.233333,0.188889,0.283333,0,0,0,0,0,0,0,0.25,0,0.375,0,0.375,0,0,0,0,0,0,0.0847985,0.082716,0.0906525,0.104296,0.096494,0.14604,0.129887,0.084369,0.082474,0.090261,0.10091,0.092087,0.14604,0.129414,41,SemIf-Qwen3.5-4B,0,0,,8,232,0,0,0,60,0.00186671,0.00351883,0.0040825,,0.0771919
B,bursty_repeated_on,Qwen3.5-4B-JSON,self-hosted,240,180,operational,0.244444,0.211111,0.27933,0.5,0.438889,0.564246,0,0,0,0,0,0,0,0,0,0.75,0,0.25,0,0,0,0,0,0,0.0771595,0.067096,0.083417,0.15023,0.0998606,0.936258,0.957949,0.0771595,0.067096,0.083417,0.15023,0.0998606,0.936258,0.957949,90,SemIf-Qwen3.5-4B,0,0,,8,232,0,0,0,60,0.00157792,0.0291086,0.00984519,,0.0685364
